,FloatWMO,ProfNum,Date,Date_6hr,Lat,Lon,MLD,Surf_T,Surf_S,Surf_O,Oxy_Sat,Oxy_Dev,k_L13,Fp_L13,Fc_L13,Fd_L13,Ft_L13,k_N16,Fp_N16,Fc_N16,Fd_N16,Ft_N16
0,4900494,23.0,2005-01-10 12:42:00.000000,2005-01-10 12:00:00.000000,58.316001892089844,-48.025001525878906,,4.580999851226807,34.927005767822266,291.6078796386719,93.89,-18.983202360303324,4.6316992242429905e-05,1.0233596593280647e-06,1.904782717161268e-07,6.549475592660326e-07,1.868785490310224e-06,9.973555869303874e-05,-3.543531164331936e-08,-3.174318135926737e-07,-1.4103152552768852e-06,-1.7631823805128782e-06
0,4900494,71.0,2006-05-05 12:23:00.000000,2006-05-05 12:00:00.000000,55.72999954223633,-52.28799819946289,,3.736999988555908,34.66299819946289,326.78375244140625,102.9,9.203672158645588,2.6803795517986206e-05,-7.602845892010618e-08,2.526521759412757e-08,-2.8477153767273876e-07,-3.3553477899871734e-07,3.917488881297856e-05,-6.4136517590142986e-09,-5.691006492716889e-08,4.162057316824583e-07,3.528820149962751e-07
0,4900494,114.0,2007-07-09 12:32:59.999999,2007-07-09 12:00:00.000000,58.25299835205078,-48.32099914550781,,7.460999965667725,34.23800277709961,314.33612060546875,107.65,22.32587045333588,3.5771033732049245e-05,-4.5022416955033345e-07,5.130199818111802e-08,-8.987551191623881e-07,-1.2976772905316035e-06,6.294413946809744e-05,-1.277067458839019e-08,-1.165588321312085e-07,1.5814853993872282e-06,1.4521558926676296e-06
0,4900494,115.0,2007-07-19 16:03:00.000000,2007-07-19 18:00:00.000000,57.91600036621094,-48.2140007019043,,7.771999835968018,33.97900390625,305.6883544921875,105.22,15.16735489584238,6.8875210426566305e-06,-3.3281692026222182e-09,8.579557641343236e-11,-1.0629322671385247e-07,-1.0953560034006126e-07,2.312864740018946e-06,-0.0,-0.0,3.569380835960167e-08,3.569380835960167e-08
0,4900494,120.0,2007-09-07 12:32:59.999999,2007-09-07 12:00:00.000000,57.96200180053711,-48.47999954223633,,8.644000053405762,34.830997467041016,283.43243408203125,100.09,0.2583135015080984,4.6933071311516906e-05,2.0946735786338879e-07,1.292811849736782e-07,-3.126561463885457e-08,3.0748292819821246e-07,9.620466749564674e-05,-2.6347843067101674e-08,-2.4367570573435655e-07,6.40890948817999e-08,-2.0593445391965832e-07
0,4900494,121.0,2007-09-17 15:57:00.000000,2007-09-17 18:00:00.000000,58.46500015258789,-48.7400016784668,,7.348999977111816,34.516109466552734,286.9986267089844,98.24,-5.156103017720227,3.888504901668141e-05,2.805821774414066e-07,7.174455255788757e-08,2.121139655592271e-07,5.644406955585213e-07,7.342282322623814e-05,-1.7342432128320154e-08,-1.5846886897204457e-07,-4.005139916472891e-07,-5.763252927476538e-07
0,4900494,126.0,2007-11-06 12:34:00.000000,2007-11-06 12:00:00.000000,59.19499969482422,-51.43199920654297,,5.058000087738037,34.596004486083984,300.4656982421875,97.6,-7.393690449101086,1.4337086150496517e-05,2.3062417736799228e-08,1.953901821590199e-09,1.4625319878203408e-07,1.7126951834042352e-07,1.080527570037205e-05,-2.576761330207788e-10,-2.3121570536919204e-09,-1.102250567732319e-07,-1.1279488995994459e-07
0,4900494,127.0,2007-11-16 16:09:59.999999,2007-11-16 18:00:00.000000,59.249000549316406,-50.74800109863281,,4.626999855041504,34.608009338378906,304.5444641113281,97.93,-6.449478315883482,1.3678508094823293e-05,1.2489494804327347e-08,1.707963814724116e-09,7.538302166263032e-08,8.958048028168178e-08,9.953150790830808e-06,-2.0577830942948048e-10,-1.8397386012143601e-09,-5.4852369606052374e-08,-5.6897886516696213e-08
0,4900494,128.0,2007-11-26 12:19:00.000000,2007-11-26 12:00:00.000000,59.255001068115234,-50.645999908447266,,4.426000118255615,34.631996154785156,304.474853515625,97.45,-7.957593656108088,3.921278538803697e-05,3.082274946926133e-07,1.0175616746619689e-07,1.6632529278155587e-07,5.76308954940366e-07,7.756275559767742e-05,-2.2763130964460736e-08,-2.0318797171072058e-07,-3.28990861171105e-07,-5.549419638462863e-07
0,4900494,129.0,2007-12-06 16:05:00.000000,2007-12-06 18:00:00.000000,59.34600067138672,-50.73099899291992,,4.110000133514404,34.66499710083008,305.1456604003906,96.95,-9.58429871499294,3.98147200906132e-05,3.774724679641141e-07,1.1172228644111829e-07,2.239752818998729e-07,7.131700363051052e-07,7.97517552697366e-05,-2.4419944910514683e-08,-2.1741872140940444e-07,-4.4863863987731846e-07,-6.904773061972376e-07
0,4900879,1.0,2006-06-10 08:24:00.000000,2006-06-10 06:00:00.000000,61.79499816894531,-51.16600036621094,,1.5520000457763672,33.48500061035156,358.4325866699219,105.96,20.166666238771256,1.749513446887891e-05,-6.608641194127047e-08,6.16303584209149e-09,-3.545633343398993e-07,-4.1448671043907825e-07,1.770120035806994e-05,-1.327023738756095e-09,-1.142929123547897e-08,3.587395473833169e-07,3.4598323240908187e-07
0,4900879,2.0,2006-06-20 08:20:00.000000,2006-06-20 06:00:00.000000,62.20500183105469,-53.8849983215332,,4.940000057220459,34.111000061035156,319.6048583984375,103.15,9.764071044101854,8.335700733273458e-06,-4.5773595586525796e-09,2.435265710954644e-10,-9.785150398567103e-08,-1.0218533697322815e-07,3.6613217403339776e-06,-8.490610936672747e-13,-7.583581061347466e-12,4.2979690650005214e-08,4.29712580078502e-08
0,4900879,3.0,2006-06-30 08:24:00.000000,2006-06-30 06:00:00.000000,61.810001373291016,-55.172000885009766,,5.603000164031982,34.02399826049805,322.56048583984375,105.68,17.322610117720615,1.3574044217397202e-05,-2.522007146258832e-08,1.4876945846855391e-09,-2.3685785972597196e-07,-2.6059023660387476e-07,9.531985915681485e-06,-1.628547650298307e-10,-1.461906087572606e-09,1.6632668545699974e-07,1.647019246043973e-07
0,4900879,4.0,2006-07-10 08:41:00.000000,2006-07-10 06:00:00.000000,61.821998596191406,-55.79899978637695,,7.867000102996826,34.077999114990234,307.7323913574219,106.23,18.039707860574936,4.359451687321939e-06,-1.3887650682330865e-09,1.4538075569195677e-11,-9.668951115928365e-08,-9.806373815194753e-08,9.243753388070819e-07,-0.0,-0.0,2.050198191136728e-08,2.050198191136728e-08
0,4900879,5.0,2006-07-20 06:04:00.000000,2006-07-20 06:00:00.000000,61.79800033569336,-56.21099853515625,,5.6620001792907715,34.11899948120117,307.7719421386719,101.04,3.1701784051618915,2.847096622022485e-05,-1.8371800098131344e-08,2.5800785996758208e-08,-1.4891609678672506e-07,-1.414871108880982e-07,4.1873478914742957e-05,-6.440268334451465e-09,-5.788202872350617e-08,2.1901733122197988e-07,1.5469503416402223e-07
0,4900879,6.0,2006-07-30 11:33:00.000000,2006-07-30 12:00:00.000000,61.58399963378906,-56.19499969482422,,8.366999626159668,33.97200012207031,304.6697082519531,106.27,17.97142037907139,2.909755438479965e-05,-1.9967543642208217e-07,2.0958719065657735e-08,-5.883555106479112e-07,-7.670722280043356e-07,4.062024274499081e-05,-5.047323000158481e-09,-4.6296143338818396e-08,8.213454418477138e-07,7.70001975508737e-07
0,4900879,7.0,2006-08-09 04:54:00.000000,2006-08-09 06:00:00.000000,61.617000579833984,-56.659000396728516,,8.788000106811523,34.0099983215332,291.56292724609375,102.68,7.602210227776311,2.569237221955992e-05,-4.6008229803918184e-08,1.2396360660541822e-08,-2.1687143479206146e-07,-2.5048330393543785e-07,3.13141407518779e-05,-2.8277231844350454e-09,-2.6024862333929364e-08,2.6432524704628554e-07,2.3547266152792111e-07
0,4900879,8.0,2006-08-19 08:38:00.000000,2006-08-19 06:00:00.000000,61.42900085449219,-57.577999114990234,,8.404999732971191,33.96699905395508,291.611572265625,101.8,5.144800374461397,8.422631523935048e-06,-3.722303278409144e-09,1.7431539339588597e-10,-8.875950432044692e-08,-9.230749220546018e-08,3.399975437585668e-06,-3.111663672596089e-14,-2.854851394502333e-13,3.582967314718843e-08,3.5829356545412254e-08
0,4900879,9.0,2006-08-29 04:46:00.000000,2006-08-29 06:00:00.000000,61.284000396728516,-57.8849983215332,,8.21500015258789,33.92399978637695,294.2704772949219,102.26,6.500247867614348,3.2918704950966666e-05,-2.8735459868209988e-08,3.429046471366439e-08,-1.8372053018953942e-07,-1.78165525344085e-07,5.219871045871664e-05,-8.555522284532329e-09,-7.835842737663248e-08,2.913229659237868e-07,2.0440901626262198e-07
0,4900879,10.0,2006-09-08 08:59:00.000000,2006-09-08 06:00:00.000000,60.882999420166016,-58.334999084472656,,7.769999980926514,33.95199966430664,293.34912109375,100.95,2.757769431231793,2.6031527427847994e-05,-4.353630862606551e-08,1.4534990882221728e-08,-2.0595753245222032e-07,-2.349588501960641e-07,3.3038925539891165e-05,-3.3624023924051897e-09,-3.069810296987897e-08,2.613990130978319e-07,2.2733850773554775e-07
0,4900879,11.0,2006-09-18 06:08:00.000000,2006-09-18 06:00:00.000000,60.39500045776367,-58.61000061035156,,6.860000133514404,34.03499984741211,297.6942138671875,100.41,1.2276249342157257,4.5821758848089476e-05,1.6744413735608515e-07,1.4221916838936155e-07,-9.296322590414114e-08,2.1670007984130557e-07,9.498487435436313e-05,-2.8761895234892817e-08,-2.6088668248996005e-07,1.9270539922648853e-07,-9.694317849836434e-08
0,4900879,12.0,2006-09-28 05:52:00.000000,2006-09-28 06:00:00.000000,59.35200119018555,-58.810001373291016,,6.5929999351501465,34.047000885009766,298.35113525390625,100.03,0.09154315951462877,6.170090656947274e-06,1.3142192103113075e-10,6.372039493272986e-11,2.503444134559592e-10,4.454867294198198e-10,1.916863390098161e-06,-0.0,-0.0,-7.777455271734236e-11,-7.777455271734236e-11
0,4900879,13.0,2006-10-08 09:00:00.000000,2006-10-08 12:00:00.000000,58.608001708984375,-58.76900100708008,,5.7179999351501465,33.986000061035156,301.7181091308594,99.09,-2.786019592628918,4.1943165692152444e-05,2.424935327653753e-07,1.143514858218038e-07,4.658476702939727e-08,4.0342978561657637e-07,8.434173709546416e-05,-2.4754746604486913e-08,-2.223698471029124e-07,-9.367533681850894e-08,-3.407999305259083e-07
0,4900879,14.0,2006-10-18 08:44:00.000000,2006-10-18 06:00:00.000000,58.17399978637695,-59.06800079345703,,2.8910000324249268,33.34000015258789,321.774658203125,98.26,-5.711896534671894,3.160857850522174e-05,1.519719665527971e-07,5.212497494149584e-08,1.0718130378498085e-07,3.112782452792738e-07,5.564585921296911e-05,-1.3618077294260154e-08,-1.1870116524213517e-07,-1.8868914777980953e-07,-3.2100839031620483e-07
0,4900879,15.0,2006-10-28 08:25:00.000000,2006-10-28 06:00:00.000000,57.46900177001953,-58.57400131225586,,4.857999801635742,33.89899826049805,310.8841552734375,99.98,-0.05253363162842106,2.8963597687336964e-05,6.968338051745254e-08,3.0059147881114405e-08,3.4324109696883554e-08,1.340666380954505e-07,4.428716954634613e-05,-7.697605686084573e-09,-6.859567422230726e-08,-5.2483730857022273e-08,-1.287770107654141e-07
0,4900879,16.0,2006-11-07 09:19:00.000000,2006-11-07 12:00:00.000000,56.638999938964844,-57.82899856567383,,1.0449999570846558,33.02399826049805,331.14556884765625,96.3,-12.738206613573709,4.6478962180062944e-05,1.0920831218617355e-06,2.8272428539019215e-07,5.064668598891451e-07,1.881274267141073e-06,0.0001050666148330856,-4.951863138839332e-08,-4.228081283729119e-07,-1.1448783707249115e-06,-1.6172051304862167e-06
0,4900879,17.0,2006-11-17 08:30:00.000000,2006-11-17 06:00:00.000000,56.45500183105469,-57.391998291015625,,3.0950000286102295,33.93199920654297,319.8567810058594,98.6,-4.525638249515282,8.728469361778627e-06,3.800627544348871e-09,3.556803976814178e-10,5.254658466192922e-08,5.670289260395951e-08,4.2235693689023336e-06,-5.282280334124944e-12,-4.633818096300288e-11,-2.5426467828413504e-08,-2.5478088289710632e-08
0,4900879,18.0,2006-11-27 07:40:00.000000,2006-11-27 06:00:00.000000,56.196998596191406,-57.111000061035156,,3.752000093460083,34.28200149536133,314.3697204589844,98.74,-4.009707268558657,4.600538704591699e-05,3.6780596483113264e-07,2.0266293487830966e-07,2.1900657498992302e-08,5.923695572084346e-07,9.979176876767355e-05,-3.768542008953369e-08,-3.334834968907663e-07,-4.750542250232938e-08,-4.1867433948262936e-07
0,4900879,19.0,2006-12-07 08:37:00.000000,2006-12-07 06:00:00.000000,55.43000030517578,-55.465999603271484,,2.9260001182556152,34.303001403808594,313.5372314453125,96.53,-11.27900404689774,3.284700830466289e-05,3.4851182841928576e-07,6.044850547020476e-08,3.931219587775698e-07,8.020822926670603e-07,6.0133465854738074e-05,-1.5802149536874515e-08,-1.3879051335868986e-07,-7.19693728744938e-07,-8.742863916405024e-07
0,4900879,20.0,2006-12-17 04:25:00.000000,2006-12-17 06:00:00.000000,55.12300109863281,-53.266998291015625,,3.072999954223633,34.48899841308594,313.10906982421875,96.88,-10.078574651918018,4.304690721295347e-05,3.8622984878960836e-07,1.690523721173461e-07,1.0612195923687594e-07,6.614041801438304e-07,9.11175424829156e-05,-3.290645976159276e-08,-2.89824238798103e-07,-2.2462873073089175e-07,-5.473594292905875e-07
0,4900879,21.0,2006-12-27 04:23:00.000000,2006-12-27 06:00:00.000000,54.45500183105469,-52.051998138427734,,3.388000011444092,34.6619987487793,309.5311279296875,96.64,-10.755689188042311,5.619524200178133e-05,9.236202059908742e-07,4.5721747503682366e-07,1.1019283906277869e-07,1.4910305200904766e-06,0.00013547613608319835,-6.494508879240256e-08,-5.744310806777429e-07,-2.6565416445381227e-07,-9.050303339239578e-07
0,4900879,22.0,2007-01-06 04:23:00.000000,2007-01-06 06:00:00.000000,53.41600036621094,-51.43000030517578,,3.2079999446868896,34.65299987792969,312.4694519042969,97.12,-9.25026273134904,1.2638526222029594e-05,1.1036328892285599e-08,1.4702538610825313e-09,7.362884176590881e-08,8.613542451927694e-08,8.838447511312308e-06,-1.6088176938339705e-10,-1.4205115037606523e-09,-5.149054896388073e-08,-5.3071942237024775e-08
0,4900879,23.0,2007-01-16 05:59:00.000000,2007-01-16 06:00:00.000000,52.305999755859375,-50.33599853515625,,3.0510001182556152,34.65800094604492,315.00360107421875,97.54,-7.943691461321691,3.920685256401501e-05,4.205772835131101e-07,1.1822544109437313e-07,2.6025920110456393e-07,7.990619257120472e-07,7.908660051893301e-05,-2.5933208352396995e-08,-2.2865169285653726e-07,-5.249851524175853e-07,-7.795700536265196e-07
0,4900879,24.0,2007-01-26 05:57:00.000000,2007-01-26 06:00:00.000000,51.27000045776367,-48.65299987792969,,3.2690000534057617,34.70100021362305,313.8738708496094,97.74,-7.249506467434571,2.4093113453189637e-05,7.149974515368365e-08,1.7624807683290254e-08,1.1531641412406841e-07,2.0444096696104232e-07,3.2067806225969425e-05,-4.358322094415315e-09,-3.851770473080021e-08,-1.5348553560705166e-07,-1.963615624322672e-07
0,4900879,25.0,2007-02-05 05:47:00.000000,2007-02-05 06:00:00.000000,51.06100082397461,-47.9010009765625,,5.083000183105469,34.68899917602539,296.37347412109375,96.39,-11.090688292618438,6.116161065128714e-05,1.6127051776891514e-06,5.269226251291382e-07,4.1912843541857225e-07,2.5587562382368616e-06,0.00015030115172829365,-7.123492572705706e-08,-6.397780865107004e-07,-1.029984101050869e-06,-1.7409971132886264e-06
0,4900879,26.0,2007-02-15 05:52:00.000000,2007-02-15 06:00:00.000000,50.48099899291992,-47.513999938964844,,4.7270002365112305,34.71099853515625,296.15106201171875,95.53,-13.86478851631773,3.324794908064023e-05,4.0837191453698904e-07,5.2098322019950476e-08,5.337842705082523e-07,9.942545070651917e-07,5.865343483827831e-05,-1.3431649490024797e-08,-1.202814736478997e-07,-9.41660517225228e-07,-1.0753736403631525e-06
0,4900879,27.0,2007-02-25 08:36:00.000000,2007-02-25 06:00:00.000000,49.96500015258789,-47.75600051879883,,4.243000030517578,34.68299865722656,303.443603515625,96.74,-10.240378820488843,6.712062690000892e-05,1.4275853274906433e-06,8.267080823852064e-07,3.249575572397755e-08,2.2867891655998275e-06,0.00017441210996936124,-9.515814073337308e-08,-8.483448625806791e-07,-8.443981504092924e-08,-1.0279428183549814e-06
0,4900879,28.0,2007-03-07 05:47:00.000000,2007-03-07 06:00:00.000000,49.069000244140625,-46.65299987792969,,4.13700008392334,34.62699890136719,310.9932556152344,98.85,-3.6224840312717106,2.4198488493832656e-05,5.949280309477128e-09,1.6294823546370157e-08,-6.42592491551728e-08,-4.201514529932552e-08,3.157577294204072e-05,-3.920018109618784e-09,-3.48997078877602e-08,8.384967768821119e-08,4.5029951690832205e-08
0,4900879,30.0,2007-03-27 05:42:00.000000,2007-03-27 06:00:00.000000,49.236000061035156,-46.15599822998047,,2.809000015258789,34.470001220703125,324.1915588378906,99.65,-1.1487977805346645,6.122937565303978e-05,7.75203293355164e-07,6.780002275259941e-07,-1.8315355129602927e-07,1.2700499695851289e-06,0.00015505970947765637,-8.643002727072055e-08,-7.592355794590785e-07,4.638253477332877e-07,-3.818402589965113e-07
0,4900879,31.0,2007-04-06 08:23:00.000000,2007-04-06 06:00:00.000000,49.34700012207031,-46.24399948120117,,4.644999980926514,34.63999938964844,314.3584289550781,101.15,3.5722377115371273,1.5950387967565997e-05,-1.2052779673997958e-08,3.085094515721547e-09,-1.0780176359508722e-07,-1.1676944875336364e-07,1.3528023900491519e-05,-5.03652770294298e-10,-4.50463660259987e-09,9.143005407736263e-08,8.642176470446847e-08
0,4900879,32.0,2007-04-16 05:35:00.000000,2007-04-16 06:00:00.000000,49.33100128173828,-45.994998931884766,,4.388999938964844,34.61000061035156,315.1812744140625,100.77,2.420661899593995,4.763158065400846e-05,1.460675704492209e-07,2.1643096299315456e-07,-1.996573701960486e-07,1.6284116324632685e-07,0.00010428477174974247,-3.937008521438044e-08,-3.5125207631044757e-07,4.371306388148718e-07,4.6508477290043767e-08
0,4900879,33.0,2007-04-26 08:38:00.000000,2007-04-26 06:00:00.000000,49.604000091552734,-45.36199951171875,,5.383999824523926,34.49300003051758,314.8804626464844,102.99,9.140351008286984,3.062064799835733e-05,-1.191390753899768e-07,3.527044713865017e-08,-3.63864136931692e-07,-4.4773276518301864e-07,4.883919093563174e-05,-8.897339360326359e-09,-7.999843849471438e-08,5.803544738566292e-07,4.914586960015885e-07
0,4900879,34.0,2007-05-06 05:31:00.000000,2007-05-06 06:00:00.000000,49.64500045776367,-45.79800033569336,,6.625,34.54499816894531,308.2788391113281,103.82,11.330395605408853,1.4664248728974182e-05,-2.1379658320925e-08,1.7984488432489085e-09,-1.9002796671683392e-07,-2.0960917619451e-07,1.0827704032084621e-05,-2.1961170045985804e-10,-1.9957010846085705e-09,1.4031176226323108e-07,1.3809644947816265e-07
0,4900879,35.0,2007-05-16 09:24:00.000000,2007-05-16 12:00:00.000000,49.650001525878906,-45.7859992980957,,6.400000095367432,34.59199905395508,308.47271728515625,103.38,10.08877099377986,3.118110278290762e-05,-1.371045639624988e-07,3.389918122926469e-08,-3.9979117545257916e-07,-5.029965581858133e-07,4.9261193372262655e-05,-8.457939569343859e-09,-7.674772998320428e-08,6.316066028713188e-07,5.464009333187707e-07
0,4900879,36.0,2007-05-26 06:08:00.000000,2007-05-26 06:00:00.000000,49.85200119018555,-46.6150016784668,,7.125,34.59400177001953,323.1152038574219,110.1,29.641222954535067,2.3368089397366795e-05,-1.8249619787012558e-07,1.0297041638731726e-08,-6.954211582936598e-07,-8.676203145250537e-07,2.7125905614917284e-05,-2.3204703486356546e-09,-2.1178570379040434e-08,8.072516491064066e-07,7.837526083787305e-07
0,4900879,37.0,2007-06-05 09:12:00.000000,2007-06-05 12:00:00.000000,49.59400177001953,-46.70399856567383,,6.559000015258789,34.604000091552734,306.2704772949219,103.03,9.00145594607352,3.0234703663753014e-05,-1.6213045792791375e-08,2.9585911326682138e-08,-1.5183530691048462e-07,-1.3846244137659386e-07,4.611652427191899e-05,-7.499134170144573e-09,-6.814100620805806e-08,2.3159203722793924e-07,1.559518968497366e-07
0,4900879,38.0,2007-06-15 05:19:00.000000,2007-06-15 06:00:00.000000,49.733001708984375,-47.12699890136719,,7.892000198364258,34.597999572753906,323.7330322265625,112.24,35.298918576420704,2.4304092395819155e-05,-2.3594179467702293e-07,1.1035814381654094e-08,-8.510817064554976e-07,-1.0759876867508665e-06,2.8738212263448956e-05,-2.502131119130942e-09,-2.2972786626105544e-08,1.0063558982298751e-06,9.808809804846386e-07
0,4900879,39.0,2007-06-25 08:36:00.000000,2007-06-25 06:00:00.000000,49.5359992980957,-46.750999450683594,,9.505999565124512,34.54499816894531,307.8413391113281,110.55,29.385699121176458,2.1522988611180036e-05,-1.2137206506407842e-07,5.812140653407953e-09,-5.798388436184655e-07,-6.953987680291359e-07,2.1577343924813908e-05,-1.1488040508427393e-09,-1.0668470487858694e-08,5.813031998364305e-07,5.694859252977291e-07
0,4900879,40.0,2007-07-05 05:16:00.000000,2007-07-05 06:00:00.000000,49.47999954223633,-46.9630012512207,,10.359000205993652,34.494998931884766,298.6020812988281,109.19,25.12144849795999,3.0941172803644435e-05,-2.641248286583785e-07,2.1557775975433876e-08,-7.293767906840176e-07,-9.71943843366962e-07,4.3586208887535e-05,-5.1743131930514945e-09,-4.8317443928586974e-08,1.0274584405129266e-06,9.739666833912882e-07
0,4900879,41.0,2007-07-15 08:31:00.000000,2007-07-15 06:00:00.000000,49.41600036621094,-46.641998291015625,,10.494999885559082,34.47999954223633,295.1933288574219,108.24,22.476803859769348,2.0196338152828277e-05,-8.030976456109662e-08,4.094913181766118e-09,-4.485025159704433e-07,-5.247173673497738e-07,1.85029221085664e-05,-7.169529454886128e-10,-6.700271610114536e-09,4.108966217390771e-07,4.0347939718347395e-07
0,4900879,42.0,2007-07-25 05:08:00.000000,2007-07-25 06:00:00.000000,49.415000915527344,-46.80500030517578,,11.472000122070312,34.452999114990234,283.3182678222656,106.04,16.12682434306248,3.006350152796792e-05,-1.7164913317249912e-07,1.7165572304783096e-08,-5.367609813208022e-07,-6.912445421885182e-07,3.995213832279925e-05,-3.959085520032126e-09,-3.722948276913348e-08,7.133150791520484e-07,6.721265108628829e-07
0,4900879,43.0,2007-08-04 09:14:00.000000,2007-08-04 12:00:00.000000,49.29600143432617,-46.34000015258789,,12.585000038146973,34.44499969482422,272.6808776855469,104.43,11.574188946713946,8.05369200117839e-06,-2.332591891438175e-09,9.471509833690328e-11,-7.014669069497309e-08,-7.238456748807436e-08,2.7848104824665886e-06,-0.0,-0.0,2.4255365058549533e-08,2.4255365058549533e-08
0,4900879,44.0,2007-08-14 05:00:00.000000,2007-08-14 06:00:00.000000,49.33300018310547,-45.946998596191406,,13.269000053405762,34.35300064086914,265.58001708984375,103.08,7.928198969879986,1.0695666207283152e-05,-3.4399896634667338e-09,2.638102470043965e-10,-6.895681500670514e-08,-7.213299442316748e-08,4.824383244636367e-06,-1.2603040769407894e-12,-1.197332086180692e-11,3.110363547950897e-08,3.109040185457022e-08
0,4900879,45.0,2007-08-24 08:42:00.000000,2007-08-24 06:00:00.000000,49.50299835205078,-45.65700149536133,,13.434000015258789,34.33599853515625,262.999267578125,102.41,6.176991877579098,1.9295255305924328e-05,-5.494101456026272e-09,2.5293994948368377e-09,-6.640582006968146e-08,-6.937052203087089e-08,1.5633750323365865e-05,-3.583835900214606e-10,-3.4076113812483242e-09,5.380452316010583e-08,5.003852818883605e-08
0,4900879,46.0,2007-09-03 06:36:00.000000,2007-09-03 06:00:00.000000,49.40800094604492,-45.89699935913086,,14.156000137329102,34.202999114990234,257.655029296875,101.7,4.299907377851554,5.016446026694713e-05,-4.101405586284892e-08,9.386022511553906e-08,-2.710592307383255e-07,-2.1821306148563536e-07,9.879331086983418e-05,-2.0040205118925274e-08,-1.911492466471793e-07,5.338209302754844e-07,3.2263147850937987e-07
0,4900879,47.0,2007-09-13 09:46:00.000000,2007-09-13 12:00:00.000000,49.507999420166016,-45.60599899291992,,14.718999862670898,33.92100143432617,257.87921142578125,102.73,6.855338036375656,5.2207050234133236e-05,-1.5423871115118145e-07,1.0329043708557222e-07,-4.0817676904675476e-07,-4.59125043112364e-07,0.00010420742398639404,-2.1469102990603925e-08,-2.0500825718323203e-07,8.147376540657682e-07,5.882602938919323e-07
0,4900879,48.0,2007-09-23 06:09:00.000000,2007-09-23 06:00:00.000000,49.470001220703125,-44.763999938964844,,15.107000350952148,34.04100036621094,253.43063354492188,101.82,4.527415730918904,2.374815307304098e-05,2.630205653809884e-09,4.7517192335522844e-09,-3.4552920890629236e-08,-2.717099600326707e-08,2.2678408852375792e-05,-8.535597034818311e-10,-8.174205891355975e-09,3.2996471961058214e-08,2.396870636622041e-08
0,4900879,49.0,2007-10-03 09:13:00.000000,2007-10-03 12:00:00.000000,49.96900177001953,-45.358001708984375,,14.776000022888184,34.055999755859375,252.03419494628906,100.61,1.5272661064065858,3.350473838507555e-05,4.779702022957964e-08,1.854905857101279e-08,2.1057708779639074e-08,8.74037875802315e-08,4.5521968900775346e-05,-4.27194915152448e-09,-4.084328671257914e-08,-2.8610531238032067e-08,-7.372576710213569e-08
0,4900879,56.0,2007-12-12 08:55:00.000000,2007-12-12 06:00:00.000000,52.49599838256836,-45.97200012207031,,6.882999897003174,34.71900177001953,279.0503845214844,94.65,-15.773367458510847,5.2621489467864836e-05,1.1944683127339555e-06,2.426897028531082e-07,6.273781536842876e-07,2.0645361692713514e-06,0.00011716638071868444,-4.128523899252709e-08,-3.7642888664527555e-07,-1.3969127128955252e-06,-1.8146268385333278e-06
0,4900879,57.0,2007-12-22 08:37:00.000000,2007-12-22 06:00:00.000000,51.97700119018555,-46.54800033569336,,6.170000076293945,34.6870002746582,286.81878662109375,95.68,-12.941998448803474,3.79943299852368e-05,5.030910522386724e-07,7.454986492865381e-08,5.216398436291841e-07,1.0992807607965103e-06,7.207424644148755e-05,-1.8031313325607632e-08,-1.6342463145552853e-07,-9.895370877190778e-07,-1.170993032500214e-06
0,4900879,58.0,2008-01-01 05:57:00.000000,2008-01-01 06:00:00.000000,51.78200149536133,-46.41299819946289,,5.817999839782715,34.72600173950195,288.7563171386719,95.57,-13.374359500538048,2.4748596044361895e-05,1.2296243863880344e-07,1.4806624121357695e-08,2.853491184001062e-07,4.2311818116026733e-07,3.153886258732142e-05,-3.512652938125851e-09,-3.175327924218898e-08,-3.636402896755235e-07,-3.989062218558383e-07
0,4900879,59.0,2008-01-11 08:43:00.000000,2008-01-11 06:00:00.000000,51.768001556396484,-46.51900100708008,,5.559999942779541,34.70800018310547,294.00054931640625,96.71,-9.994562569088316,3.879713661457192e-05,2.697700900836989e-07,8.634466757875282e-08,1.5921383575862745e-07,5.153285934210792e-07,7.508397199237263e-05,-1.979591333313275e-08,-1.785393546674345e-07,-3.081260172280097e-07,-5.064612852285769e-07
0,4900879,60.0,2008-01-21 05:47:59.999999,2008-01-21 06:00:00.000000,51.6879997253418,-46.73500061035156,,5.440999984741211,34.70600128173828,293.6231689453125,96.32,-11.22455450127461,4.059989505418055e-05,2.7622463048677076e-07,1.0422709209794135e-07,1.1880082336733021e-07,4.992525459520423e-07,8.062962675203889e-05,-2.2582352882228393e-08,-2.0346294364767112e-07,-2.359332710875171e-07,-4.619785676174166e-07
0,4900879,61.0,2008-01-31 09:12:00.000000,2008-01-31 12:00:00.000000,51.49100112915039,-47.34299850463867,,4.885000228881836,34.72200012207031,298.83514404296875,96.76,-9.995502298655197,2.5982709959273397e-05,1.6726517984875501e-07,1.977144938569709e-08,3.4530123498557644e-07,5.323378642200286e-07,3.56655777277912e-05,-4.945953557620708e-09,-4.435588936799022e-08,-4.739832009510979e-07,-5.232850438767088e-07
