,BC_Float,Gyre_Float
0,6902802.0,3901669
1,6902802.0,3901668
2,6902802.0,4901781
3,6902802.0,4902384
4,6902802.0,4902409
5,6902802.0,4902386
6,6902802.0,4902383
7,6902802.0,4902481
8,6902802.0,3901667
9,6902802.0,4900494
