,BC_Float,Gyre_Float
0,4902410.0,3901669
1,4902410.0,3901668
2,4902410.0,4901781
3,4902410.0,4902384
4,4902410.0,4902409
5,4902410.0,4902386
6,4902410.0,4902383
7,4902410.0,4902481
8,4902410.0,3901667
9,4902410.0,4900494
