,WMO,Date,Lat,Lon,Fp_L13,Fc_L13,Fd_L13,Ft_L13,Fp_N16,Fc_N16,Fd_N16,Ft_N16
0,4901780.0,2015-05-15 06:00:00,56.89937907259578,-52.24194599157799,-7.52806266215333e-08,6.378995376363795e-09,-3.8494168359200564e-07,-4.538433148371752e-07,-1.3364558785493312e-09,-1.1848450274689674e-08,3.9384326285966603e-07,3.80658356706427e-07
1,4901780.0,2015-05-15 12:00:00,56.896021182655566,-52.23435684235605,-1.1093817367672619e-07,1.2837865632361308e-08,-4.316374233604006e-07,-5.297377314047654e-07,-3.0698781934691837e-09,-2.7217006356285814e-08,5.293436479353805e-07,4.990567633856255e-07
2,4901780.0,2015-05-15 18:00:00,56.892663292715355,-52.2267676931341,-1.6008959878889946e-07,2.6317507180633094e-08,-4.804267696131264e-07,-6.141988612213928e-07,-6.731652920560303e-09,-5.968335269708519e-08,7.095964545686941e-07,6.431814489510486e-07
3,4901780.0,2015-05-16 00:00:00,56.88930540277514,-52.21917854391215,-2.3184426995008744e-07,5.9143015503099206e-08,-5.394169565733093e-07,-7.121182110202976e-07,-1.538508323243257e-08,-1.3640918964986664e-07,9.826820047661234e-07,8.308877318838242e-07
4,4901780.0,2015-05-16 06:00:00,56.88594751283493,-52.21158939469021,-1.7724244362276195e-07,4.5287520549754526e-08,-4.668041789446686e-07,-5.987591020176761e-07,-1.1834690572145676e-08,-1.0493321232196305e-07,7.93581724938713e-07,6.768138220446043e-07
5,4901780.0,2015-05-16 12:00:00,56.88258962289473,-52.20400024546826,-1.486067726594419e-07,4.203395079948672e-08,-4.188529768775024e-07,-5.254257987374576e-07,-1.1015128928725601e-08,-9.766926643791344e-08,6.984434305539073e-07,5.897590351872683e-07
6,4901780.0,2015-05-16 18:00:00,56.879231732954516,-52.196411096246315,-1.465122207510504e-07,4.5338002044667316e-08,-4.114065338948916e-07,-5.125807526012747e-07,-1.1898180737867782e-08,-1.0550211881978905e-07,6.996087079311411e-07,5.822084083734843e-07
7,4901780.0,2015-05-17 00:00:00,56.875873843014304,-52.188821947024365,-5.1072199208238044e-08,9.08094339076849e-09,-2.549610015757758e-07,-2.9695225739324537e-07,-2.0931266097474657e-09,-1.8560445505316207e-08,2.85853676321755e-07,2.6520010420669136e-07
8,4901780.0,2015-05-17 06:00:00,56.87251595307409,-52.181232797802416,-1.9840394670322374e-08,2.2596769824637086e-09,-1.7100623362050866e-07,-1.8858695130836732e-07,-3.297272316246579e-10,-2.923882996919462e-09,1.337162662455338e-07,1.304626560169897e-07
9,4901780.0,2015-05-17 12:00:00,56.86915806313388,-52.17364364858047,-4.768415106177019e-08,9.342029445337513e-09,-2.408117534473504e-07,-2.791538750637831e-07,-2.166824332224555e-09,-1.9215033760571508e-08,2.7198105018026246e-07,2.505991920874664e-07
10,4901780.0,2015-05-17 18:00:00,56.86580017319367,-52.16605449935852,-1.014301588605813e-07,3.0342410921488916e-08,-3.386494392197195e-07,-4.0973718715881193e-07,-7.9083607670439e-09,-7.01319951409132e-08,5.189832695953968e-07,4.409429136874397e-07
