,WMO,Date,Lat,Lon,Fp_L13,Fc_L13,Fd_L13,Ft_L13,Fp_N16,Fc_N16,Fd_N16,Ft_N16,Oxy_Sat,Oxy_Dev
0,7900566.0,2020-08-22 06:00:00,57.60525691204694,-53.1095331114432,,2.7128530557697233e-08,,,-6.464651397132178e-09,-6.07165058002886e-08,,,,
1,7900566.0,2020-08-22 12:00:00,57.61594334374563,-53.13664448466644,,2.7953972041204597e-08,,,-6.6805996969574595e-09,-6.274072559989416e-08,,,,
2,7900566.0,2020-08-22 18:00:00,57.626629775444314,-53.16375585788969,,2.227711186949074e-08,,,-5.2663642298909135e-09,-4.945581890648276e-08,,,,
3,7900566.0,2020-08-23 00:00:00,57.637316207143,-53.19086723111293,,1.0981400048748398e-08,,,-2.410485648562529e-09,-2.2635154466698812e-08,,,,
4,7900566.0,2020-08-23 06:00:00,57.64800263884169,-53.21797860433618,,4.444216358702908e-09,,,-7.918736599728333e-10,-7.435449126787838e-09,,,,
5,7900566.0,2020-08-23 12:00:00,57.658689070540376,-53.245089977559424,,1.687543527825585e-09,,,-1.912051873657798e-10,-1.795243512885379e-09,,,,
6,7900566.0,2020-08-23 18:00:00,57.66937550223906,-53.27220135078267,,5.30913283084587e-10,,,-1.736196657402621e-11,-1.6300277101791566e-10,,,,
7,7900566.0,2020-08-24 00:00:00,57.68006193393774,-53.299312724005915,,3.581501930243913e-10,,,-4.990689702498083e-12,-4.6852093955190714e-11,,,,
8,7900566.0,2020-08-24 06:00:00,57.69074836563643,-53.326424097229165,,2.6559484453373854e-10,,,-1.3224175141524584e-12,-1.2413932647632741e-11,,,,
9,7900566.0,2020-08-24 12:00:00,57.70143479733512,-53.35353547045241,,8.608582914483056e-10,,,-5.48642386307022e-11,-5.149943848489629e-10,,,,
10,7900566.0,2020-08-24 18:00:00,57.712121229033805,-53.380646843675656,,2.3534752345416943e-10,,,-6.445167880440797e-13,-6.0495031263940726e-12,,,,
11,7900566.0,2020-08-25 00:00:00,57.72280766073249,-53.407758216898905,,4.590645228750986e-10,,,-1.14574026800057e-11,-1.0753354724914865e-10,,,,
12,7900566.0,2020-08-25 06:00:00,57.73349409243118,-53.43486959012215,,2.249255999377801e-10,,,-4.712016350796804e-13,-4.422184902128944e-12,,,,
13,7900566.0,2020-08-25 12:00:00,57.74418052412987,-53.4619809633454,,2.0528254421428194e-09,,,-2.622553909121832e-10,-2.461086261359138e-09,,,,
14,7900566.0,2020-08-25 18:00:00,57.754866955828554,-53.48909233656864,,1.6151100405651389e-09,,,-1.779127887685628e-10,-1.6694825022423858e-09,,,,
