,WMO,Date,Lat,Lon,Fp_L13,Fc_L13,Fd_L13,Ft_L13,Fp_N16,Fc_N16,Fd_N16,Ft_N16,Oxy_Sat,Oxy_Dev
0,4902410.0,2017-10-14 12:00:00,58.32452558420719,-51.80847611106725,7.714063943143303e-08,4.176773801276569e-09,3.679099791472251e-07,4.4922739237993474e-07,-7.591037526601256e-10,-6.838374582710467e-09,-3.376917864974585e-07,-3.4528926483282907e-07,92.5,-22.83564470930429
1,4902410.0,2017-10-14 18:00:00,58.32797229406629,-51.802396871029096,2.4625165302375296e-07,2.2914315308136505e-08,5.008552785601394e-07,7.700212468920288e-07,-5.612313857608862e-09,-5.0551703657985665e-08,-7.145069714626846e-07,-7.706709889782792e-07,92.49,-22.87311050894681
2,4902410.0,2017-10-15 00:00:00,58.33141900392539,-51.79631763099094,1.9417803403579127e-07,1.8679702424497136e-08,4.3102456463361716e-07,6.438823010939056e-07,-4.48156095887204e-09,-4.036130575336878e-08,-5.83180522538919e-07,-6.280233892511599e-07,92.48,-22.910660530419477
3,4902410.0,2017-10-15 06:00:00,58.33486571378449,-51.79023839095279,4.1762930083037394e-07,4.9794642158897546e-08,5.654166586896608e-07,1.0328406016789324e-06,-1.2413347490856834e-08,-1.1178069899281023e-07,-9.862326285185878e-07,-1.1104266750022549e-06,92.47,-22.948294851972037
4,4902410.0,2017-10-15 12:00:00,58.33831242364359,-51.78415915091463,5.844016422650133e-07,7.289819911499272e-08,6.572884923497982e-07,1.314588333729804e-06,-1.7496655545123856e-08,-1.5753422233334518e-07,-1.2422995211242487e-06,-1.4173303990027177e-06,92.46,-22.986013551937674
5,4902410.0,2017-10-15 18:00:00,58.34175913350269,-51.77807991087648,4.633199074276186e-07,5.0860828346822e-08,6.336068852297361e-07,1.1477876210041766e-06,-1.275934503968946e-08,-1.1486564918423348e-07,-1.1112340019221928e-06,-1.2388589961461158e-06,92.45,-23.02381670873308
6,4902410.0,2017-10-16 00:00:00,58.345205843361796,-51.772000670838324,3.654870764925214e-07,3.489148430039899e-08,6.11158332668664e-07,1.0115368934615843e-06,-8.755565950751461e-09,-7.88111902165832e-08,-9.721538375381413e-07,-1.059720593705476e-06,92.44,-23.06170440085731
7,4902410.0,2017-10-16 06:00:00,58.348652553220894,-51.76592143080017,1.8327830997497861e-07,1.3665063859820088e-08,4.900707351108559e-07,6.870141089456546e-07,-3.214641047731153e-09,-2.893196802825958e-08,-6.114589562279535e-07,-6.436055653039442e-07,92.43,-23.09967670689349
8,4902410.0,2017-10-16 12:00:00,58.35209926307999,-51.759842190762015,5.339169985392108e-08,2.6208141138014608e-09,3.185794878018651e-07,3.7459200176958764e-07,-3.9460314162788776e-10,-3.5509766124764692e-09,-2.5913449292568393e-07,-2.6308007267978824e-07,92.42,-23.137733705507912
9,4902410.0,2017-10-16 18:00:00,58.3555459729391,-51.75376295072386,2.2593590214251523e-08,8.417685008353694e-10,2.3148240646451136e-07,2.5491776517959825e-07,-5.438823279760257e-11,-4.893661876346856e-10,-1.402935561304268e-07,-1.4083731055085908e-07,92.41,-23.17587547545105
10,4902410.0,2017-10-17 00:00:00,58.358992682798196,-51.747683710685706,9.656239642971716e-08,6.062605556460029e-09,3.8304720941010346e-07,4.856722113962806e-07,-1.2256274983015342e-09,-1.1026284648040316e-08,-3.871767578784698e-07,-3.994286700248117e-07,92.4,-23.214102095556314
11,4902410.0,2017-10-17 06:00:00,58.3624393926573,-51.74160447064755,1.9933216233828644e-07,1.6034660134014488e-08,4.903294567429861e-07,7.05696279215287e-07,-3.831668728248789e-09,-3.446674771992212e-08,-6.376329515934612e-07,-6.759313680416321e-07,92.39,-23.25241364474107
12,4902410.0,2017-10-17 12:00:00,58.3658861025164,-51.7355252306094,2.6858842156203615e-07,2.2699960746654373e-08,5.593161524074811e-07,8.506045347161715e-07,-5.5994826014550034e-09,-5.036187055553357e-08,-7.958769894458154e-07,-8.51838342602804e-07,92.38,-23.290810202006412
13,4902410.0,2017-10-17 18:00:00,58.3693328123755,-51.729445990571236,1.6737699001082245e-07,1.1884617144177305e-08,4.809376883448933e-07,6.601992954998931e-07,-2.748766982189433e-09,-2.471914444142509e-08,-5.787150252737682e-07,-6.061829366973827e-07,92.37,-23.329291846438082
14,4902410.0,2017-10-18 00:00:00,58.3727795222346,-51.72336675053308,9.07966945621128e-08,5.145071556656061e-09,3.9302987916778987e-07,4.889716452865587e-07,-9.99646566507728e-10,-8.988422951713841e-09,-3.807166435358311e-07,-3.907047130540527e-07,92.36,-23.367858657205602
15,4902410.0,2017-10-18 06:00:00,58.3762262320937,-51.71728751049493,1.4993944496894635e-07,1.0163457481338822e-08,4.658085402759883e-07,6.259114427262735e-07,-2.2966843308684644e-09,-2.0648085752960447e-08,-5.382358843626087e-07,-5.611806544464375e-07,92.35,-23.40651071356234
16,4902410.0,2017-10-18 12:00:00,58.3796729419528,-51.71120827045677,1.9772252871338868e-07,1.4564009073165684e-08,5.154558054664861e-07,7.277423432530405e-07,-3.461949608711999e-09,-3.112007614709209e-08,-6.537757575145261e-07,-6.883577832703302e-07,92.35,-23.445248094846193
17,4902410.0,2017-10-18 18:00:00,58.3831196518119,-51.70512903041862,9.852457808946958e-08,5.688556929695057e-09,4.068069692558364e-07,5.11020104275001e-07,-1.137330623219131e-09,-1.0222285767483074e-08,-4.0443587660750903e-07,-4.1579549299821124e-07,92.34,-23.484070880480715
