,WMO,Date,Lat,Lon,Fp_L13,Fc_L13,Fd_L13,Ft_L13,Fp_N16,Fc_N16,Fd_N16,Ft_N16,Oxy_Sat,Oxy_Dev
0,4902384.0,2016-05-14 00:00:00,58.66269864370786,-50.48221760561989,1.378233268469688e-07,4.221797280549018e-08,1.2075083061695748e-07,3.007921302694165e-07,-1.0968797739587205e-08,-9.732469115409721e-08,-2.015917452105304e-07,-3.098852341042148e-07,99.15,-2.702186924729574
1,4902384.0,2016-05-14 06:00:00,58.6585291639442,-50.494168396991135,3.1967745011124875e-07,1.2212006505243794e-07,1.2674444843592868e-07,5.685419635996154e-07,-2.654085284913048e-08,-2.355469318572639e-07,-2.569147206436574e-07,-5.190025053500517e-07,99.23,-2.4421021560769987
2,4902384.0,2016-05-14 12:00:00,58.65435968418054,-50.50611918836238,1.3171785313707223e-07,4.665505955793773e-08,9.076968234234252e-08,2.691425950373525e-07,-1.2102760994860082e-08,-1.0743492939264465e-07,-1.5551816422895355e-07,-2.7505585461645827e-07,99.31,-2.182225803473216
3,4902384.0,2016-05-14 18:00:00,58.65019020441688,-50.518069979733625,1.1423922103534607e-07,4.494498069079138e-08,6.595451966729842e-08,2.2513872139343588e-07,-1.163699922788721e-08,-1.0332381099080832e-07,-1.119155250734772e-07,-2.2687633529217274e-07,99.39,-1.9225575750550092
4,4902384.0,2016-05-15 00:00:00,58.64602072465322,-50.53002077110487,4.703242128258728e-08,1.9636210645211987e-08,3.3693418360479875e-08,1.0036205028827915e-07,-4.9097944263809326e-09,-4.360346286227759e-08,-4.613505516655656e-08,-9.464831245521508e-08,99.48,-1.663097179430963
5,4902384.0,2016-05-15 06:00:00,58.64185124488956,-50.54197156247612,4.473625732540243e-08,2.0982665102364235e-08,2.0781066705827e-08,8.649998913359367e-08,-5.267569284306119e-09,-4.6791405186839664e-08,-2.8948270715827463e-08,-8.100724518697325e-08,99.56,-1.40384432567879
6,4902384.0,2016-05-15 12:00:00,58.6376817651259,-50.55392235384736,2.1029143328040636e-08,9.84489628785279e-09,1.3373392755810031e-08,4.424743237170346e-08,-2.2603028183424325e-09,-2.008262657902261e-08,-1.531302326477993e-08,-3.765595266214497e-08,99.64,-1.144798723345673
7,4902384.0,2016-05-15 18:00:00,58.63351228536224,-50.56587314521861,1.8828721357417536e-08,1.059407435988179e-08,6.219425148887232e-10,3.004473823218805e-08,-2.4584934310645463e-09,-2.1848463018460008e-08,-7.258189168169285e-10,-2.5032775366341483e-08,99.72,-0.8859600824483778
8,4902384.0,2016-05-16 00:00:00,58.629342805598576,-50.57782393658986,1.891950122395785e-08,1.1227545558191205e-08,-2.9132899756020576e-09,2.7233756806546998e-08,-2.6290901792277715e-09,-2.3369809423924504e-08,3.4514597686310715e-09,-2.2547439834521206e-08,99.8,-0.6273281134706963
9,4902384.0,2016-05-16 06:00:00,58.625173325834915,-50.5897747279611,1.5577810214485421e-09,1.2710335066386573e-09,-6.7682133707335955e-09,-3.939398842646396e-09,-1.2457942823926564e-10,-1.1076275961330025e-09,4.5602560120750276e-09,3.3280489877027595e-09,99.88,-0.3689025273614561
10,4902384.0,2016-05-16 12:00:00,58.62100384607125,-50.60172551933235,2.0751523428187675e-08,1.381529363119844e-08,-1.1079517545902562e-08,2.3487299513483552e-08,-3.327489518937029e-09,-2.959114524268722e-08,1.3851262396370788e-08,-1.9067372365253462e-08,99.96,-0.1106830355367947
11,4902384.0,2016-05-16 18:00:00,58.616834366307586,-50.613676310703596,1.0051357355179199e-07,5.4441507389917506e-08,9.595138423772481e-09,1.6455021936548199e-07,-1.4074093550557877e-08,-1.251881009184652e-07,-1.7112734982178745e-08,-1.5637492945120183e-07,100.05,0.14733065012291036
12,4902384.0,2016-05-17 00:00:00,58.612664886543925,-50.625627102074844,1.6246652371773558e-07,8.521016821679407e-08,1.978290149438344e-08,2.6745959342891307e-07,-2.035612936485414e-08,-1.8110700874256383e-07,-3.817554148643169e-08,-2.3963867959384963e-07,100.13,0.40513881727304124
13,4902384.0,2016-05-17 06:00:00,58.608495406780264,-50.637577893446085,2.0767847841749854e-07,1.2616406761475787e-07,-1.1536681783119754e-08,3.2230586424913665e-07,-2.7075210225990723e-08,-2.409401784058171e-07,2.349355515706406e-08,-2.4452183347474376e-07,100.21,0.6627417531066158
14,4902384.0,2016-05-17 12:00:00,58.6043259270166,-50.649528684817334,7.287677582025875e-08,5.999069116795654e-08,-4.982102980392916e-08,8.304643718428614e-08,-1.5431543927905385e-08,-1.3735485085589126e-07,9.112180411591927e-08,-6.166459066787738e-08,100.29,0.9201397443530368
15,4902384.0,2016-05-17 18:00:00,58.60015644725294,-50.66147947618858,1.1132122435402273e-07,1.2181759864470733e-07,-1.1306547523297045e-07,1.2007334776575961e-07,-2.6223884155419167e-08,-2.334687560222059e-07,2.2916285797007683e-07,-3.052978220754823e-08,100.37,1.177333077283265
16,4902384.0,2016-05-18 00:00:00,58.59598696748928,-50.67343026755982,3.891820981041925e-09,3.12608901590051e-08,-1.082831539746971e-07,-7.313044283465008e-08,-7.952184117992258e-09,-7.081336056933131e-08,1.6728111870767152e-07,8.851557402034795e-08,100.46,1.4343220377051011
17,4902384.0,2016-05-18 06:00:00,58.59181748772562,-50.68538105893107,-1.0245299368453118e-08,2.998790498395892e-08,-1.3621150731857286e-07,-1.1646890170306707e-07,-7.596981785577981e-09,-6.766542089195967e-08,2.0817532042657838e-07,1.3291291774904072e-07,100.54,1.6911069109684718
18,4902384.0,2016-05-18 12:00:00,58.58764800796196,-50.69733185030232,-7.534266381309742e-09,3.7636124542329665e-09,-8.004912767354358e-08,-8.381978160062036e-08,-6.678048159615331e-10,-5.94938495291321e-09,7.146129635814419e-08,6.484410658926943e-08,100.62,1.9476879819631563
19,4902384.0,2016-05-18 18:00:00,58.5834785281983,-50.70928264167356,-6.220680810709767e-09,2.5220815307838045e-09,-7.244373560999639e-08,-7.614233488992236e-08,-3.781132267827211e-10,-3.3693111006935444e-09,5.830211290348273e-08,5.4554688576006466e-08,100.7,2.204065535123675
