,WMO,Date,Lat,Lon,Fp_L13,Fc_L13,Fd_L13,Ft_L13,Fp_N16,Fc_N16,Fd_N16,Ft_N16
0,6902802.0,2018-07-05 12:00:00,59.62648779039963,-38.94424251835023,,,,,,,,
1,6902802.0,2018-07-05 18:00:00,59.62958174356286,-38.93218526564139,,,,,,,,
2,6902802.0,2018-07-06 00:00:00,59.63267569672609,-38.920128012932544,,,,,,,,
3,6902802.0,2018-07-06 06:00:00,59.63576964988932,-38.9080707602237,,,,,,,,
4,6902802.0,2018-07-06 12:00:00,59.63886360305255,-38.89601350751486,,,,,,,,
5,6902802.0,2018-07-06 18:00:00,59.64195755621578,-38.88395625480601,,,,,,,,
6,6902802.0,2018-07-07 00:00:00,59.64505150937901,-38.871899002097166,,,,,,,,
7,6902802.0,2018-07-07 06:00:00,59.64814546254224,-38.85984174938832,,,,,,,,
8,6902802.0,2018-07-07 12:00:00,59.63846985713459,-38.87801181606804,9.364992784150305e-10,1.8267154819215406e-08,-8.606427374212884e-08,-6.68606196444984e-08,-4.409621004482016e-09,-4.005682764398832e-08,1.1585711619592612e-07,7.139066754745578e-08
9,6902802.0,2018-07-07 18:00:00,59.6283917728035,-38.89713460628149,4.671861910812198e-09,4.385198027758156e-08,-1.3250359545291375e-07,-8.397975326451999e-08,-1.0969138300665028e-08,-9.966115512486557e-08,2.2380093579726506e-07,1.1317064237173444e-07
10,6902802.0,2018-07-08 00:00:00,59.618313688472405,-38.91625739649494,-3.064584768979727e-08,5.759081483960378e-08,-2.1037552385855627e-07,-1.8343055670874974e-07,-1.4285519162495236e-08,-1.298157765902194e-07,3.8132920794226727e-07,2.3722791218955264e-07
11,6902802.0,2018-07-08 06:00:00,59.60823560414132,-38.93538018670839,-3.4617758642462144e-08,2.072255534599598e-08,-1.8090656750961558e-07,-1.9480177080608175e-07,-4.982226411787374e-09,-4.52827586785988e-08,2.5163033788826624e-07,2.0136535279788006e-07
12,6902802.0,2018-07-08 12:00:00,59.59815751981023,-38.954502976921844,-8.426227211054038e-09,1.3641885063454265e-07,-2.6494594677687184e-07,-1.3695332335338323e-07,-2.7461038300372434e-08,-2.4963430504832836e-07,5.462036778347186e-07,2.691083344860178e-07
13,6902802.0,2018-07-08 18:00:00,59.58807943547914,-38.973625767135296,1.3062310653738926e-08,1.2082089540639318e-07,-2.2551037386606958e-07,-9.162716780593746e-08,-2.5189713089480525e-08,-2.2902788107454747e-07,4.5732063902061637e-07,2.0310304485658837e-07
14,6902802.0,2018-07-09 00:00:00,59.57800135114805,-38.99274855734875,3.577371957988374e-09,3.271135671315739e-08,-1.1282942891691761e-07,-7.654070024577186e-08,-8.104909035507692e-09,-7.370399470775609e-08,1.7664919166551862e-07,9.484028792225484e-08
15,6902802.0,2018-07-09 06:00:00,59.56792326681696,-39.0118713475622,3.715017321272026e-08,4.717622512832431e-08,-8.215996675312223e-08,2.1664315879223355e-09,-1.178952502918122e-08,-1.0723013799110552e-07,1.4143405431005636e-07,2.2414391289769624e-08
16,6902802.0,2018-07-09 12:00:00,59.55784518248588,-39.03099413777565,8.624742549065161e-08,6.929948317165527e-08,-5.4925376354344274e-08,1.0062153230796261e-07,-1.686945175573535e-08,-1.5346138907978863e-07,1.0316579988093846e-07,-6.716504095458553e-08
17,6902802.0,2018-07-09 18:00:00,59.547767098154786,-39.05011692798911,1.2337970949533294e-07,7.681459960652394e-08,-1.9814275190940555e-08,1.8038003391091632e-07,-1.8259178104907736e-08,-1.6613338265039277e-07,3.775639742684988e-08,-1.4663616332845063e-07
18,6902802.0,2018-07-10 00:00:00,59.537689013823694,-39.06923971820256,1.0316074266277522e-07,5.4649757786925486e-08,7.60935413052662e-09,1.6541985458022732e-07,-1.3722964673032268e-08,-1.2488235537229545e-07,-1.3608367662181936e-08,-1.5221368770750965e-07
19,6902802.0,2018-07-10 06:00:00,59.52761092949261,-39.08836250841601,9.225850130829345e-08,5.1820437585523304e-08,-1.7078347241129598e-09,1.423711041697038e-07,-1.2992929196222236e-08,-1.1825992166191961e-07,3.0125157995571475e-09,-1.282403350585847e-07
20,6902802.0,2018-07-10 12:00:00,59.51753284516152,-39.10748529862946,7.115625386960245e-08,4.405108700867986e-08,-1.4536985348832766e-08,1.0067035552944954e-07,-1.1019352332231528e-08,-1.0031454097247676e-07,2.45860336302317e-08,-8.674785967447658e-08
21,6902802.0,2018-07-10 18:00:00,59.507454760830434,-39.126608088842914,9.75707220483676e-09,6.05662384844134e-09,-6.048738271156131e-09,9.76495778212197e-09,-1.2159699473494156e-09,-1.1071536454889021e-08,6.118433108873954e-09,-6.1690732933644836e-09
22,6902802.0,2018-07-11 00:00:00,59.49737667649934,-39.145730879056366,6.979211002414359e-10,2.1193504367481318e-10,5.978538563998651e-09,6.8883947079149e-09,-3.101120901132987e-13,-2.8241054535865097e-12,-2.5372751577550245e-09,-2.540409375298724e-09
23,6902802.0,2018-07-11 06:00:00,59.48729859216825,-39.16485366926982,2.4720211540926774e-09,5.272486331952296e-10,1.978067624929371e-08,2.2779946036581618e-08,-1.767990999899678e-11,-1.6103465464603558e-10,-1.0630708437045923e-08,-1.0809423001690956e-08
24,6902802.0,2018-07-11 12:00:00,59.47722050783717,-39.18397645948327,1.7139759181366671e-10,1.0133093062511373e-11,1.2316339182020865e-08,1.2497869866897043e-08,-0.0,-0.0,-2.3778184037596325e-09,-2.3778184037596325e-09
25,6902802.0,2018-07-11 18:00:00,59.467142423506075,-39.20309924969672,7.619126599853803e-09,1.2136412783103497e-09,4.89063557434847e-08,5.773912362164885e-08,-1.120583912229199e-10,-1.0210279459394038e-09,-3.2621276072105804e-08,-3.3754362409268124e-08
26,6902802.0,2018-07-12 00:00:00,59.457064339174984,-39.22222203991017,4.214281700809365e-08,1.0422806611931714e-08,7.891838035666179e-08,1.3148400397668714e-07,-2.3552157871112087e-09,-2.1463513418088567e-08,-9.188862282244083e-08,-1.157073520276406e-07
27,6902802.0,2018-07-12 06:00:00,59.4469862548439,-39.24134483012362,3.320712069053863e-08,8.140099882819637e-09,7.002375930110322e-08,1.1137097987446149e-07,-1.7564737499019065e-09,-1.6009898015182013e-08,-7.647566071147599e-08,-9.424203247655991e-08
28,6902802.0,2018-07-12 12:00:00,59.43690817051281,-39.260467620337074,7.667204178890349e-08,2.1028416237902916e-08,9.548679388622116e-08,1.9318725191302757e-07,-5.137826677940141e-09,-4.683850977275807e-08,-1.3335493401523197e-07,-1.8533127046593017e-07
29,6902802.0,2018-07-12 18:00:00,59.426830086181724,-39.279590410550526,1.770308021050556e-07,5.486352428744077e-08,1.2537213096051306e-07,3.5726645735300943e-07,-1.3764845668720714e-08,-1.255080582120245e-07,-2.2447543284294449e-07,-3.637483367236897e-07
30,6902802.0,2018-07-13 00:00:00,59.41675200185063,-39.29871320076398,2.2349163481945662e-07,7.782536426060674e-08,1.1477068316914728e-07,4.1608768224921067e-07,-1.8393050096306945e-08,-1.6773766339214808e-07,-2.191390717137776e-07,-4.052697852022326e-07
31,6902802.0,2018-07-13 06:00:00,59.40667391751954,-39.31783599097743,2.3197557985844827e-07,9.646363563791262e-08,7.421529077711333e-08,4.0265450627347423e-07,-2.14570002305823e-08,-1.9571420094258635e-07,-1.459792065255406e-07,-3.6315040769870923e-07
32,6902802.0,2018-07-13 12:00:00,59.39659583318846,-39.33695878119088,8.547622774817211e-08,3.16550434902581e-08,5.851501937631477e-08,1.7564629061474496e-07,-7.827648193214673e-09,-7.141033267447967e-08,-9.08612116662202e-08,-1.7009919253391454e-07
33,6902802.0,2018-07-13 18:00:00,59.386517748857365,-39.35608157140433,4.134466619218271e-08,1.324614853297057e-08,5.29166754840565e-08,1.075074902092098e-07,-3.062031368037282e-09,-2.7939314395368874e-08,-6.55678799349908e-08,-9.656922569839696e-08
34,6902802.0,2018-07-14 00:00:00,59.37643966452628,-39.37520436161778,5.263525884864812e-08,1.490655111334795e-08,7.418755677311846e-08,1.4172936673511453e-07,-3.500032637707987e-09,-3.1941439300601106e-08,-9.478137350335151e-08,-1.302228454416606e-07
35,6902802.0,2018-07-14 06:00:00,59.36636158019519,-39.394327151831234,7.027484065884068e-08,1.7989389731882204e-08,1.0023079223678133e-07,1.884950226275042e-07,-4.31193955206318e-09,-3.935784008382037e-08,-1.3444652108416654e-07,-1.781163007200501e-07
36,6902802.0,2018-07-14 12:00:00,59.3562834958641,-39.413449942044686,9.191725268278553e-08,2.2239833908590827e-08,1.2477106443284738e-07,2.3892815102422376e-07,-5.425950908979873e-09,-4.95348195313584e-08,-1.7682054113122586e-07,-2.3178131157156411e-07
37,6902802.0,2018-07-14 18:00:00,59.34620541153301,-39.43257273225814,1.8262692646627768e-08,2.794027172292259e-09,8.165921387704703e-08,1.0271593369596706e-07,-4.296439431165859e-10,-3.923010563907924e-09,-6.761396799308756e-08,-7.196662250011207e-08
38,6902802.0,2018-07-15 00:00:00,59.33612732720192,-39.45169552247159,4.793770752638217e-08,9.326257727709938e-09,1.1106875815091943e-07,1.6833272340501153e-07,-2.051934076967565e-09,-1.8739162348805506e-08,-1.2567396219871955e-07,-1.4646505862449265e-07
39,6902802.0,2018-07-15 06:00:00,59.32604924287083,-39.47081831268504,5.673793760836777e-08,1.2254240939162925e-08,1.092384457282167e-07,1.782306242757474e-07,-2.8074854450380715e-09,-2.564367098465236e-08,-1.326646661299655e-07,-1.611158225596559e-07
40,6902802.0,2018-07-15 12:00:00,59.315971158539746,-39.48994110289849,2.5374563551757232e-08,4.334931504028758e-09,8.875252410362162e-08,1.1846201915940761e-07,-7.870910082017994e-10,-7.190572569182722e-09,-8.234717530861112e-08,-9.032483888599565e-08
41,6902802.0,2018-07-15 18:00:00,59.305893074208655,-39.50906389311194,3.003339440646699e-08,4.805336024852958e-09,1.0313502405068278e-07,1.3797375448200274e-07,-9.022373314050346e-10,-8.243944936283513e-09,-9.82814724424301e-08,-1.0742765471011864e-07
42,6902802.0,2018-07-16 00:00:00,59.29581498987757,-39.528186683325394,1.2295282050453178e-08,1.282536642690707e-09,8.806734359720377e-08,1.0164516229034766e-07,-1.2278829850334401e-10,-1.1221397969592511e-09,-5.960350187642056e-08,-6.084842997188317e-08
43,6902802.0,2018-07-16 06:00:00,59.28573690554648,-39.547309473538846,4.917086745581949e-09,3.5795138042036335e-10,6.752219864954187e-08,7.279723677554418e-08,-5.1536025876022784e-12,-4.710603282528072e-11,-3.283393223045406e-08,-3.288619186586694e-08
44,6902802.0,2018-07-16 12:00:00,59.27565882121539,-39.5664322637523,4.792349079476559e-08,6.470348523027505e-09,1.5297293639156778e-07,2.0736677570936088e-07,-1.321559672424253e-09,-1.2081696750259153e-08,-1.574605865840791e-07,-1.708638430067625e-07
45,6902802.0,2018-07-16 18:00:00,59.2655807368843,-39.58555505396575,5.2258140747304236e-08,6.997070960429527e-09,1.6140256081311616e-07,2.206577725208499e-07,-1.4551578886932646e-09,-1.3305363584947013e-08,-1.6954283667357768e-07,-1.8430335814721796e-07
