,WMO,Prof,Date,Lat,Lon,O2Inv,O2EqInv
20,4900880.0,21.0,2006-12-26 07:53:00.000000,61.50400161743164,-59.770999908447266,32.39740367394108,33.669374113044654
21,4900880.0,22.0,2007-01-05 07:53:00.000000,61.24800109863281,-59.65999984741211,32.1507055091608,33.37886513764717
22,4900880.0,23.0,2007-01-15 07:30:00.000000,61.361000061035156,-59.92300033569336,31.89379552647613,33.23032141413909
23,4900880.0,24.0,2007-01-25 07:46:00.000000,61.14500045776367,-59.70899963378906,31.309819023955463,32.85787077569154
24,4900880.0,25.0,2007-02-04 07:44:00.000000,61.09400177001953,-59.93499755859375,31.533892823069507,32.82057340303313
25,4900880.0,26.0,2007-02-14 11:53:00.000000,60.803001403808594,-60.417999267578125,30.179493576011815,32.32689300818964
26,4900880.0,27.0,2007-02-24 07:39:00.000000,60.46699905395508,-60.239013671875,30.943602373990807,32.43953216198592
27,4900880.0,28.0,2007-03-06 07:36:00.000000,60.29800033569336,-60.040985107421875,30.97437484110107,32.471613952783834
28,4900880.0,29.0,2007-03-16 07:48:00.000000,59.6349983215332,-59.15399169921875,30.37157374702265,32.37941868031352
29,4900880.0,30.0,2007-03-26 07:57:00.000000,60.08399963378906,-59.1929931640625,31.06398682830783,32.54615148905705
30,4900880.0,31.0,2007-04-05 07:53:00.000000,59.68299865722656,-59.295013427734375,30.58803013681096,32.97625540623343
31,4900880.0,32.0,2007-04-15 08:04:00.000000,59.577999114990234,-59.1199951171875,32.406875035236204,33.79167482996561
32,4900880.0,33.0,2007-04-25 08:01:00.000000,59.400001525878906,-59.239013671875,30.94264967206114,32.765000818429996
33,4900880.0,34.0,2007-05-05 08:28:00.000000,58.97800064086914,-59.001007080078125,32.66986477490459,33.38222151283389
34,4900880.0,35.0,2007-05-15 08:06:00.000000,58.361000061035156,-57.9739990234375,33.01016622452352,33.15978377957184
35,4900880.0,36.0,2007-05-25 07:59:00.000000,58.13600158691406,-57.72900390625,32.952705640338536,32.76684571458053
36,4900880.0,37.0,2007-06-04 08:13:00.000000,57.48699951171875,-56.923004150390625,33.70710591708352,32.760330404430896
37,4900880.0,38.0,2007-06-14 08:49:00.000000,57.47600173950195,-56.167999267578125,33.70401102401918,32.09777892020777
38,4900880.0,39.0,2007-06-24 08:18:00.000000,57.49599838256836,-55.652008056640625,33.82334976772495,31.899917810211786
39,4900880.0,40.0,2007-07-04 07:57:00.000000,57.900001525878906,-55.5419921875,32.61482679344098,31.76103519786103
40,4900880.0,41.0,2007-07-14 08:15:00.000000,58.034000396728516,-55.928985595703125,31.802696167147516,31.516683862024482
41,4900880.0,42.0,2007-07-24 08:02:00.000000,58.39799880981445,-55.84698486328125,31.69372655757707,31.456842452691532
42,4900880.0,43.0,2007-08-03 08:29:00.000000,58.29999923706055,-55.218994140625,30.8329168262409,31.140490146248275
43,4900880.0,44.0,2007-08-13 08:31:59.999999,58.237998962402344,-54.915985107421875,30.846905234769103,31.44512786922969
44,4900880.0,45.0,2007-08-23 09:47:00.000000,58.20000076293945,-54.84600830078125,30.467996395735142,31.2642984689789
0,4901141.0,1.0,2010-05-19 09:05:00.000000,59.0,-49.87200164794922,26.10525777654758,32.16567746039586
1,4901141.0,2.0,2010-05-29 06:04:00.000000,58.41699981689453,-49.52399826049805,25.908964347346966,31.81940071577193
2,4901141.0,3.0,2010-06-08 07:17:59.999999,59.000999450683594,-48.74300003051758,25.625585637341786,31.67812214588968
3,4901141.0,4.0,2010-06-18 08:55:59.999999,58.6609992980957,-48.74100112915039,24.929298795993493,31.474631118371835
4,4901141.0,5.0,2010-06-28 07:13:00.000000,58.33100128173828,-49.762001037597656,24.874845478620422,31.217768046846732
5,4901141.0,6.0,2010-07-08 09:03:00.000000,58.33700180053711,-48.79999923706055,24.568616110414684,30.97692286136989
