,BC_1,BC_2,BC_3,BC_4,BC_BC,BC_LSG,LSG_BC,LSG_LSG
633,1.2000000000000002,1.8,1.6000000000000005,1.3000000000000003,84.49,20.37,16.96,53.06
634,1.2000000000000002,1.8,1.6000000000000005,1.4000000000000004,84.65,20.37,16.96,53.06
635,1.2000000000000002,1.8,1.6000000000000005,1.5000000000000004,85.14,20.37,16.96,53.06
636,1.2000000000000002,1.8,1.6000000000000005,1.6000000000000005,85.46,20.37,16.96,53.06
637,1.2000000000000002,1.9000000000000001,1.0,1.0,83.6,17.05,16.96,53.06
638,1.2000000000000002,1.9000000000000001,1.0,1.1,84.01,17.12,16.96,53.06
639,1.2000000000000002,1.9000000000000001,1.0,1.2000000000000002,84.41,17.19,16.96,53.06
640,1.2000000000000002,1.9000000000000001,1.0,1.3000000000000003,84.73,17.26,16.96,53.06
641,1.2000000000000002,1.9000000000000001,1.0,1.4000000000000004,84.89,17.26,16.96,53.06
642,1.2000000000000002,1.9000000000000001,1.0,1.5000000000000004,85.46,17.26,16.96,53.06
643,1.2000000000000002,1.9000000000000001,1.0,1.6000000000000005,85.86,17.3,16.96,53.06
644,1.2000000000000002,1.9000000000000001,1.1,1.0,84.01,17.65,16.96,53.06
645,1.2000000000000002,1.9000000000000001,1.1,1.1,84.33,17.72,16.96,53.06
646,1.2000000000000002,1.9000000000000001,1.1,1.2000000000000002,84.65,17.79,16.96,53.06
647,1.2000000000000002,1.9000000000000001,1.1,1.3000000000000003,84.98,17.83,16.96,53.06
648,1.2000000000000002,1.9000000000000001,1.1,1.4000000000000004,85.14,17.83,16.96,53.06
649,1.2000000000000002,1.9000000000000001,1.1,1.5000000000000004,85.7,17.83,16.96,53.06
650,1.2000000000000002,1.9000000000000001,1.1,1.6000000000000005,86.03,17.83,16.96,53.06
651,1.2000000000000002,1.9000000000000001,1.2000000000000002,1.0,84.17,18.22,16.96,53.06
652,1.2000000000000002,1.9000000000000001,1.2000000000000002,1.1,84.49,18.29,16.96,53.06
653,1.2000000000000002,1.9000000000000001,1.2000000000000002,1.2000000000000002,84.73,18.36,16.96,53.06
654,1.2000000000000002,1.9000000000000001,1.2000000000000002,1.3000000000000003,85.06,18.39,16.96,53.06
655,1.2000000000000002,1.9000000000000001,1.2000000000000002,1.4000000000000004,85.22,18.39,16.96,53.06
656,1.2000000000000002,1.9000000000000001,1.2000000000000002,1.5000000000000004,85.78,18.39,16.96,53.06
657,1.2000000000000002,1.9000000000000001,1.2000000000000002,1.6000000000000005,86.11,18.39,16.96,53.06
658,1.2000000000000002,1.9000000000000001,1.3000000000000003,1.0,84.33,18.71,16.96,53.06
659,1.2000000000000002,1.9000000000000001,1.3000000000000003,1.1,84.65,18.78,16.96,53.06
660,1.2000000000000002,1.9000000000000001,1.3000000000000003,1.2000000000000002,84.81,18.82,16.96,53.06
661,1.2000000000000002,1.9000000000000001,1.3000000000000003,1.3000000000000003,85.14,18.85,16.96,53.06
662,1.2000000000000002,1.9000000000000001,1.3000000000000003,1.4000000000000004,85.3,18.85,16.96,53.06
663,1.2000000000000002,1.9000000000000001,1.3000000000000003,1.5000000000000004,85.86,18.85,16.96,53.06
664,1.2000000000000002,1.9000000000000001,1.3000000000000003,1.6000000000000005,86.19,18.85,16.96,53.06
665,1.2000000000000002,1.9000000000000001,1.4000000000000004,1.0,84.41,19.24,16.96,53.06
666,1.2000000000000002,1.9000000000000001,1.4000000000000004,1.1,84.73,19.31,16.96,53.06
667,1.2000000000000002,1.9000000000000001,1.4000000000000004,1.2000000000000002,84.89,19.35,16.96,53.06
668,1.2000000000000002,1.9000000000000001,1.4000000000000004,1.3000000000000003,85.22,19.38,16.96,53.06
669,1.2000000000000002,1.9000000000000001,1.4000000000000004,1.4000000000000004,85.38,19.38,16.96,53.06
670,1.2000000000000002,1.9000000000000001,1.4000000000000004,1.5000000000000004,85.95,19.38,16.96,53.06
671,1.2000000000000002,1.9000000000000001,1.4000000000000004,1.6000000000000005,86.27,19.38,16.96,53.06
672,1.2000000000000002,1.9000000000000001,1.5000000000000004,1.0,84.98,19.56,16.96,53.06
673,1.2000000000000002,1.9000000000000001,1.5000000000000004,1.1,85.22,19.63,16.96,53.06
674,1.2000000000000002,1.9000000000000001,1.5000000000000004,1.2000000000000002,85.38,19.67,16.96,53.06
675,1.2000000000000002,1.9000000000000001,1.5000000000000004,1.3000000000000003,85.7,19.7,16.96,53.06
676,1.2000000000000002,1.9000000000000001,1.5000000000000004,1.4000000000000004,85.86,19.7,16.96,53.06
677,1.2000000000000002,1.9000000000000001,1.5000000000000004,1.5000000000000004,86.35,19.7,16.96,53.06
678,1.2000000000000002,1.9000000000000001,1.5000000000000004,1.6000000000000005,86.67,19.7,16.96,53.06
679,1.2000000000000002,1.9000000000000001,1.6000000000000005,1.0,85.22,20.37,16.96,53.06
680,1.2000000000000002,1.9000000000000001,1.6000000000000005,1.1,85.46,20.45,16.96,53.06
681,1.2000000000000002,1.9000000000000001,1.6000000000000005,1.2000000000000002,85.62,20.48,16.96,53.06
682,1.2000000000000002,1.9000000000000001,1.6000000000000005,1.3000000000000003,85.95,20.52,16.96,53.06
683,1.2000000000000002,1.9000000000000001,1.6000000000000005,1.4000000000000004,86.11,20.52,16.96,53.06
684,1.2000000000000002,1.9000000000000001,1.6000000000000005,1.5000000000000004,86.59,20.52,16.96,53.06
685,1.2000000000000002,1.9000000000000001,1.6000000000000005,1.6000000000000005,86.91,20.52,16.96,53.06
686,1.2000000000000002,2.0,1.0,1.0,85.3,17.23,16.96,53.06
687,1.2000000000000002,2.0,1.0,1.1,85.7,17.3,16.96,53.06
688,1.2000000000000002,2.0,1.0,1.2000000000000002,86.11,17.37,16.96,53.06
689,1.2000000000000002,2.0,1.0,1.3000000000000003,86.43,17.44,16.96,53.06
690,1.2000000000000002,2.0,1.0,1.4000000000000004,86.59,17.44,16.96,53.06
691,1.2000000000000002,2.0,1.0,1.5000000000000004,87.16,17.44,16.96,53.06
692,1.2000000000000002,2.0,1.0,1.6000000000000005,87.56,17.47,16.96,53.06
693,1.2000000000000002,2.0,1.1,1.0,85.62,17.83,16.96,53.06
694,1.2000000000000002,2.0,1.1,1.1,85.95,17.9,16.96,53.06
695,1.2000000000000002,2.0,1.1,1.2000000000000002,86.27,17.97,16.96,53.06
696,1.2000000000000002,2.0,1.1,1.3000000000000003,86.59,18.0,16.96,53.06
697,1.2000000000000002,2.0,1.1,1.4000000000000004,86.75,18.0,16.96,53.06
698,1.2000000000000002,2.0,1.1,1.5000000000000004,87.32,18.0,16.96,53.06
699,1.2000000000000002,2.0,1.1,1.6000000000000005,87.64,18.0,16.96,53.06
700,1.2000000000000002,2.0,1.2000000000000002,1.0,85.78,18.39,16.96,53.06
701,1.2000000000000002,2.0,1.2000000000000002,1.1,86.11,18.46,16.96,53.06
702,1.2000000000000002,2.0,1.2000000000000002,1.2000000000000002,86.35,18.54,16.96,53.06
703,1.2000000000000002,2.0,1.2000000000000002,1.3000000000000003,86.67,18.57,16.96,53.06
704,1.2000000000000002,2.0,1.2000000000000002,1.4000000000000004,86.83,18.57,16.96,53.06
705,1.2000000000000002,2.0,1.2000000000000002,1.5000000000000004,87.4,18.57,16.96,53.06
706,1.2000000000000002,2.0,1.2000000000000002,1.6000000000000005,87.72,18.57,16.96,53.06
707,1.2000000000000002,2.0,1.3000000000000003,1.0,85.86,18.89,16.96,53.06
708,1.2000000000000002,2.0,1.3000000000000003,1.1,86.19,18.96,16.96,53.06
709,1.2000000000000002,2.0,1.3000000000000003,1.2000000000000002,86.35,19.0,16.96,53.06
710,1.2000000000000002,2.0,1.3000000000000003,1.3000000000000003,86.67,19.03,16.96,53.06
711,1.2000000000000002,2.0,1.3000000000000003,1.4000000000000004,86.83,19.03,16.96,53.06
712,1.2000000000000002,2.0,1.3000000000000003,1.5000000000000004,87.4,19.03,16.96,53.06
713,1.2000000000000002,2.0,1.3000000000000003,1.6000000000000005,87.72,19.03,16.96,53.06
714,1.2000000000000002,2.0,1.4000000000000004,1.0,85.95,19.42,16.96,53.06
715,1.2000000000000002,2.0,1.4000000000000004,1.1,86.27,19.49,16.96,53.06
716,1.2000000000000002,2.0,1.4000000000000004,1.2000000000000002,86.43,19.53,16.96,53.06
717,1.2000000000000002,2.0,1.4000000000000004,1.3000000000000003,86.75,19.56,16.96,53.06
718,1.2000000000000002,2.0,1.4000000000000004,1.4000000000000004,86.91,19.56,16.96,53.06
719,1.2000000000000002,2.0,1.4000000000000004,1.5000000000000004,87.48,19.56,16.96,53.06
720,1.2000000000000002,2.0,1.4000000000000004,1.6000000000000005,87.8,19.56,16.96,53.06
721,1.2000000000000002,2.0,1.5000000000000004,1.0,86.51,19.74,16.96,53.06
722,1.2000000000000002,2.0,1.5000000000000004,1.1,86.75,19.81,16.96,53.06
723,1.2000000000000002,2.0,1.5000000000000004,1.2000000000000002,86.91,19.84,16.96,53.06
724,1.2000000000000002,2.0,1.5000000000000004,1.3000000000000003,87.24,19.88,16.96,53.06
725,1.2000000000000002,2.0,1.5000000000000004,1.4000000000000004,87.4,19.88,16.96,53.06
726,1.2000000000000002,2.0,1.5000000000000004,1.5000000000000004,87.88,19.88,16.96,53.06
727,1.2000000000000002,2.0,1.5000000000000004,1.6000000000000005,88.21,19.88,16.96,53.06
728,1.2000000000000002,2.0,1.6000000000000005,1.0,86.75,20.55,16.96,53.06
729,1.2000000000000002,2.0,1.6000000000000005,1.1,87.0,20.62,16.96,53.06
730,1.2000000000000002,2.0,1.6000000000000005,1.2000000000000002,87.16,20.66,16.96,53.06
731,1.2000000000000002,2.0,1.6000000000000005,1.3000000000000003,87.48,20.69,16.96,53.06
732,1.2000000000000002,2.0,1.6000000000000005,1.4000000000000004,87.64,20.69,16.96,53.06
733,1.2000000000000002,2.0,1.6000000000000005,1.5000000000000004,88.13,20.69,16.96,53.06
734,1.2000000000000002,2.0,1.6000000000000005,1.6000000000000005,88.45,20.69,16.96,53.06
735,1.2000000000000002,2.1000000000000005,1.0,1.0,86.83,17.33,16.96,53.06
736,1.2000000000000002,2.1000000000000005,1.0,1.1,87.24,17.4,16.96,53.06
737,1.2000000000000002,2.1000000000000005,1.0,1.2000000000000002,87.64,17.47,16.96,53.06
738,1.2000000000000002,2.1000000000000005,1.0,1.3000000000000003,87.96,17.55,16.96,53.06
739,1.2000000000000002,2.1000000000000005,1.0,1.4000000000000004,88.13,17.55,16.96,53.06
740,1.2000000000000002,2.1000000000000005,1.0,1.5000000000000004,88.69,17.55,16.96,53.06
741,1.2000000000000002,2.1000000000000005,1.0,1.6000000000000005,89.1,17.58,16.96,53.06
742,1.2000000000000002,2.1000000000000005,1.1,1.0,87.16,17.93,16.96,53.06
743,1.2000000000000002,2.1000000000000005,1.1,1.1,87.48,18.0,16.96,53.06
744,1.2000000000000002,2.1000000000000005,1.1,1.2000000000000002,87.8,18.08,16.96,53.06
745,1.2000000000000002,2.1000000000000005,1.1,1.3000000000000003,88.13,18.11,16.96,53.06
746,1.2000000000000002,2.1000000000000005,1.1,1.4000000000000004,88.29,18.11,16.96,53.06
747,1.2000000000000002,2.1000000000000005,1.1,1.5000000000000004,88.85,18.11,16.96,53.06
748,1.2000000000000002,2.1000000000000005,1.1,1.6000000000000005,89.18,18.11,16.96,53.06
749,1.2000000000000002,2.1000000000000005,1.2000000000000002,1.0,87.32,18.5,16.96,53.06
750,1.2000000000000002,2.1000000000000005,1.2000000000000002,1.1,87.64,18.57,16.96,53.06
751,1.2000000000000002,2.1000000000000005,1.2000000000000002,1.2000000000000002,87.88,18.64,16.96,53.06
752,1.2000000000000002,2.1000000000000005,1.2000000000000002,1.3000000000000003,88.21,18.68,16.96,53.06
753,1.2000000000000002,2.1000000000000005,1.2000000000000002,1.4000000000000004,88.37,18.68,16.96,53.06
754,1.2000000000000002,2.1000000000000005,1.2000000000000002,1.5000000000000004,88.93,18.68,16.96,53.06
755,1.2000000000000002,2.1000000000000005,1.2000000000000002,1.6000000000000005,89.26,18.68,16.96,53.06
756,1.2000000000000002,2.1000000000000005,1.3000000000000003,1.0,87.4,19.0,16.96,53.06
757,1.2000000000000002,2.1000000000000005,1.3000000000000003,1.1,87.72,19.07,16.96,53.06
758,1.2000000000000002,2.1000000000000005,1.3000000000000003,1.2000000000000002,87.88,19.1,16.96,53.06
759,1.2000000000000002,2.1000000000000005,1.3000000000000003,1.3000000000000003,88.21,19.14,16.96,53.06
760,1.2000000000000002,2.1000000000000005,1.3000000000000003,1.4000000000000004,88.37,19.14,16.96,53.06
761,1.2000000000000002,2.1000000000000005,1.3000000000000003,1.5000000000000004,88.93,19.14,16.96,53.06
762,1.2000000000000002,2.1000000000000005,1.3000000000000003,1.6000000000000005,89.26,19.14,16.96,53.06
763,1.2000000000000002,2.1000000000000005,1.4000000000000004,1.0,87.48,19.53,16.96,53.06
764,1.2000000000000002,2.1000000000000005,1.4000000000000004,1.1,87.8,19.6,16.96,53.06
765,1.2000000000000002,2.1000000000000005,1.4000000000000004,1.2000000000000002,87.96,19.63,16.96,53.06
766,1.2000000000000002,2.1000000000000005,1.4000000000000004,1.3000000000000003,88.29,19.67,16.96,53.06
767,1.2000000000000002,2.1000000000000005,1.4000000000000004,1.4000000000000004,88.45,19.67,16.96,53.06
768,1.2000000000000002,2.1000000000000005,1.4000000000000004,1.5000000000000004,89.01,19.67,16.96,53.06
769,1.2000000000000002,2.1000000000000005,1.4000000000000004,1.6000000000000005,89.34,19.67,16.96,53.06
770,1.2000000000000002,2.1000000000000005,1.5000000000000004,1.0,87.88,19.84,16.96,53.06
771,1.2000000000000002,2.1000000000000005,1.5000000000000004,1.1,88.13,19.92,16.96,53.06
772,1.2000000000000002,2.1000000000000005,1.5000000000000004,1.2000000000000002,88.29,19.95,16.96,53.06
773,1.2000000000000002,2.1000000000000005,1.5000000000000004,1.3000000000000003,88.61,19.99,16.96,53.06
774,1.2000000000000002,2.1000000000000005,1.5000000000000004,1.4000000000000004,88.77,19.99,16.96,53.06
775,1.2000000000000002,2.1000000000000005,1.5000000000000004,1.5000000000000004,89.26,19.99,16.96,53.06
776,1.2000000000000002,2.1000000000000005,1.5000000000000004,1.6000000000000005,89.58,19.99,16.96,53.06
777,1.2000000000000002,2.1000000000000005,1.6000000000000005,1.0,88.05,20.66,16.96,53.06
778,1.2000000000000002,2.1000000000000005,1.6000000000000005,1.1,88.29,20.73,16.96,53.06
779,1.2000000000000002,2.1000000000000005,1.6000000000000005,1.2000000000000002,88.45,20.76,16.96,53.06
780,1.2000000000000002,2.1000000000000005,1.6000000000000005,1.3000000000000003,88.77,20.8,16.96,53.06
781,1.2000000000000002,2.1000000000000005,1.6000000000000005,1.4000000000000004,88.93,20.8,16.96,53.06
782,1.2000000000000002,2.1000000000000005,1.6000000000000005,1.5000000000000004,89.42,20.8,16.96,53.06
783,1.2000000000000002,2.1000000000000005,1.6000000000000005,1.6000000000000005,89.74,20.8,16.96,53.06
784,1.2000000000000002,2.2,1.0,1.0,87.72,17.55,16.96,53.06
785,1.2000000000000002,2.2,1.0,1.1,88.13,17.62,16.96,53.06
786,1.2000000000000002,2.2,1.0,1.2000000000000002,88.53,17.69,16.96,53.06
787,1.2000000000000002,2.2,1.0,1.3000000000000003,88.85,17.76,16.96,53.06
788,1.2000000000000002,2.2,1.0,1.4000000000000004,89.01,17.76,16.96,53.06
789,1.2000000000000002,2.2,1.0,1.5000000000000004,89.58,17.76,16.96,53.06
790,1.2000000000000002,2.2,1.0,1.6000000000000005,89.98,17.79,16.96,53.06
791,1.2000000000000002,2.2,1.1,1.0,88.05,18.15,16.96,53.06
792,1.2000000000000002,2.2,1.1,1.1,88.37,18.22,16.96,53.06
793,1.2000000000000002,2.2,1.1,1.2000000000000002,88.69,18.29,16.96,53.06
794,1.2000000000000002,2.2,1.1,1.3000000000000003,89.01,18.32,16.96,53.06
795,1.2000000000000002,2.2,1.1,1.4000000000000004,89.18,18.32,16.96,53.06
796,1.2000000000000002,2.2,1.1,1.5000000000000004,89.74,18.32,16.96,53.06
797,1.2000000000000002,2.2,1.1,1.6000000000000005,90.06,18.32,16.96,53.06
798,1.2000000000000002,2.2,1.2000000000000002,1.0,88.21,18.71,16.96,53.06
799,1.2000000000000002,2.2,1.2000000000000002,1.1,88.53,18.78,16.96,53.06
800,1.2000000000000002,2.2,1.2000000000000002,1.2000000000000002,88.77,18.85,16.96,53.06
801,1.2000000000000002,2.2,1.2000000000000002,1.3000000000000003,89.1,18.89,16.96,53.06
802,1.2000000000000002,2.2,1.2000000000000002,1.4000000000000004,89.26,18.89,16.96,53.06
803,1.2000000000000002,2.2,1.2000000000000002,1.5000000000000004,89.82,18.89,16.96,53.06
804,1.2000000000000002,2.2,1.2000000000000002,1.6000000000000005,90.15,18.89,16.96,53.06
805,1.2000000000000002,2.2,1.3000000000000003,1.0,88.29,19.21,16.96,53.06
806,1.2000000000000002,2.2,1.3000000000000003,1.1,88.61,19.28,16.96,53.06
807,1.2000000000000002,2.2,1.3000000000000003,1.2000000000000002,88.77,19.31,16.96,53.06
808,1.2000000000000002,2.2,1.3000000000000003,1.3000000000000003,89.1,19.35,16.96,53.06
809,1.2000000000000002,2.2,1.3000000000000003,1.4000000000000004,89.26,19.35,16.96,53.06
810,1.2000000000000002,2.2,1.3000000000000003,1.5000000000000004,89.82,19.35,16.96,53.06
811,1.2000000000000002,2.2,1.3000000000000003,1.6000000000000005,90.15,19.35,16.96,53.06
812,1.2000000000000002,2.2,1.4000000000000004,1.0,88.37,19.74,16.96,53.06
813,1.2000000000000002,2.2,1.4000000000000004,1.1,88.69,19.81,16.96,53.06
814,1.2000000000000002,2.2,1.4000000000000004,1.2000000000000002,88.85,19.84,16.96,53.06
815,1.2000000000000002,2.2,1.4000000000000004,1.3000000000000003,89.18,19.88,16.96,53.06
816,1.2000000000000002,2.2,1.4000000000000004,1.4000000000000004,89.34,19.88,16.96,53.06
817,1.2000000000000002,2.2,1.4000000000000004,1.5000000000000004,89.9,19.88,16.96,53.06
818,1.2000000000000002,2.2,1.4000000000000004,1.6000000000000005,90.23,19.88,16.96,53.06
819,1.2000000000000002,2.2,1.5000000000000004,1.0,88.77,20.06,16.96,53.06
820,1.2000000000000002,2.2,1.5000000000000004,1.1,89.01,20.13,16.96,53.06
821,1.2000000000000002,2.2,1.5000000000000004,1.2000000000000002,89.18,20.16,16.96,53.06
822,1.2000000000000002,2.2,1.5000000000000004,1.3000000000000003,89.5,20.2,16.96,53.06
823,1.2000000000000002,2.2,1.5000000000000004,1.4000000000000004,89.66,20.2,16.96,53.06
824,1.2000000000000002,2.2,1.5000000000000004,1.5000000000000004,90.15,20.2,16.96,53.06
825,1.2000000000000002,2.2,1.5000000000000004,1.6000000000000005,90.47,20.2,16.96,53.06
826,1.2000000000000002,2.2,1.6000000000000005,1.0,88.93,20.87,16.96,53.06
827,1.2000000000000002,2.2,1.6000000000000005,1.1,89.18,20.94,16.96,53.06
828,1.2000000000000002,2.2,1.6000000000000005,1.2000000000000002,89.34,20.98,16.96,53.06
829,1.2000000000000002,2.2,1.6000000000000005,1.3000000000000003,89.66,21.01,16.96,53.06
830,1.2000000000000002,2.2,1.6000000000000005,1.4000000000000004,89.82,21.01,16.96,53.06
831,1.2000000000000002,2.2,1.6000000000000005,1.5000000000000004,90.31,21.01,16.96,53.06
832,1.2000000000000002,2.2,1.6000000000000005,1.6000000000000005,90.63,21.01,16.96,53.06
833,1.2000000000000002,2.3000000000000007,1.0,1.0,88.21,17.83,16.96,53.06
834,1.2000000000000002,2.3000000000000007,1.0,1.1,88.61,17.9,16.96,53.06
835,1.2000000000000002,2.3000000000000007,1.0,1.2000000000000002,89.01,17.97,16.96,53.06
836,1.2000000000000002,2.3000000000000007,1.0,1.3000000000000003,89.34,18.04,16.96,53.06
837,1.2000000000000002,2.3000000000000007,1.0,1.4000000000000004,89.5,18.04,16.96,53.06
838,1.2000000000000002,2.3000000000000007,1.0,1.5000000000000004,90.06,18.04,16.96,53.06
839,1.2000000000000002,2.3000000000000007,1.0,1.6000000000000005,90.47,18.08,16.96,53.06
840,1.2000000000000002,2.3000000000000007,1.1,1.0,88.53,18.43,16.96,53.06
841,1.2000000000000002,2.3000000000000007,1.1,1.1,88.85,18.5,16.96,53.06
842,1.2000000000000002,2.3000000000000007,1.1,1.2000000000000002,89.18,18.57,16.96,53.06
843,1.2000000000000002,2.3000000000000007,1.1,1.3000000000000003,89.5,18.61,16.96,53.06
844,1.2000000000000002,2.3000000000000007,1.1,1.4000000000000004,89.66,18.61,16.96,53.06
845,1.2000000000000002,2.3000000000000007,1.1,1.5000000000000004,90.23,18.61,16.96,53.06
846,1.2000000000000002,2.3000000000000007,1.1,1.6000000000000005,90.55,18.61,16.96,53.06
847,1.2000000000000002,2.3000000000000007,1.2000000000000002,1.0,88.69,19.0,16.96,53.06
848,1.2000000000000002,2.3000000000000007,1.2000000000000002,1.1,89.01,19.07,16.96,53.06
849,1.2000000000000002,2.3000000000000007,1.2000000000000002,1.2000000000000002,89.26,19.14,16.96,53.06
850,1.2000000000000002,2.3000000000000007,1.2000000000000002,1.3000000000000003,89.58,19.17,16.96,53.06
851,1.2000000000000002,2.3000000000000007,1.2000000000000002,1.4000000000000004,89.74,19.17,16.96,53.06
852,1.2000000000000002,2.3000000000000007,1.2000000000000002,1.5000000000000004,90.31,19.17,16.96,53.06
853,1.2000000000000002,2.3000000000000007,1.2000000000000002,1.6000000000000005,90.63,19.17,16.96,53.06
854,1.2000000000000002,2.3000000000000007,1.3000000000000003,1.0,88.77,19.49,16.96,53.06
855,1.2000000000000002,2.3000000000000007,1.3000000000000003,1.1,89.1,19.56,16.96,53.06
856,1.2000000000000002,2.3000000000000007,1.3000000000000003,1.2000000000000002,89.26,19.6,16.96,53.06
857,1.2000000000000002,2.3000000000000007,1.3000000000000003,1.3000000000000003,89.58,19.63,16.96,53.06
858,1.2000000000000002,2.3000000000000007,1.3000000000000003,1.4000000000000004,89.74,19.63,16.96,53.06
859,1.2000000000000002,2.3000000000000007,1.3000000000000003,1.5000000000000004,90.31,19.63,16.96,53.06
860,1.2000000000000002,2.3000000000000007,1.3000000000000003,1.6000000000000005,90.63,19.63,16.96,53.06
861,1.2000000000000002,2.3000000000000007,1.4000000000000004,1.0,88.85,20.02,16.96,53.06
862,1.2000000000000002,2.3000000000000007,1.4000000000000004,1.1,89.18,20.09,16.96,53.06
863,1.2000000000000002,2.3000000000000007,1.4000000000000004,1.2000000000000002,89.34,20.13,16.96,53.06
864,1.2000000000000002,2.3000000000000007,1.4000000000000004,1.3000000000000003,89.66,20.16,16.96,53.06
865,1.2000000000000002,2.3000000000000007,1.4000000000000004,1.4000000000000004,89.82,20.16,16.96,53.06
866,1.2000000000000002,2.3000000000000007,1.4000000000000004,1.5000000000000004,90.39,20.16,16.96,53.06
867,1.2000000000000002,2.3000000000000007,1.4000000000000004,1.6000000000000005,90.71,20.16,16.96,53.06
868,1.2000000000000002,2.3000000000000007,1.5000000000000004,1.0,89.26,20.34,16.96,53.06
869,1.2000000000000002,2.3000000000000007,1.5000000000000004,1.1,89.5,20.41,16.96,53.06
870,1.2000000000000002,2.3000000000000007,1.5000000000000004,1.2000000000000002,89.66,20.45,16.96,53.06
871,1.2000000000000002,2.3000000000000007,1.5000000000000004,1.3000000000000003,89.98,20.48,16.96,53.06
872,1.2000000000000002,2.3000000000000007,1.5000000000000004,1.4000000000000004,90.15,20.48,16.96,53.06
873,1.2000000000000002,2.3000000000000007,1.5000000000000004,1.5000000000000004,90.63,20.48,16.96,53.06
874,1.2000000000000002,2.3000000000000007,1.5000000000000004,1.6000000000000005,90.95,20.48,16.96,53.06
875,1.2000000000000002,2.3000000000000007,1.6000000000000005,1.0,89.42,21.15,16.96,53.06
876,1.2000000000000002,2.3000000000000007,1.6000000000000005,1.1,89.66,21.22,16.96,53.06
877,1.2000000000000002,2.3000000000000007,1.6000000000000005,1.2000000000000002,89.82,21.26,16.96,53.06
878,1.2000000000000002,2.3000000000000007,1.6000000000000005,1.3000000000000003,90.15,21.29,16.96,53.06
879,1.2000000000000002,2.3000000000000007,1.6000000000000005,1.4000000000000004,90.31,21.29,16.96,53.06
880,1.2000000000000002,2.3000000000000007,1.6000000000000005,1.5000000000000004,90.79,21.29,16.96,53.06
881,1.2000000000000002,2.3000000000000007,1.6000000000000005,1.6000000000000005,91.11,21.29,16.96,53.06
882,1.3000000000000003,1.8,1.0,1.0,83.28,18.46,16.96,53.06
883,1.3000000000000003,1.8,1.0,1.1,83.68,18.54,16.96,53.06
884,1.3000000000000003,1.8,1.0,1.2000000000000002,84.09,18.61,16.96,53.06
885,1.3000000000000003,1.8,1.0,1.3000000000000003,84.41,18.68,16.96,53.06
886,1.3000000000000003,1.8,1.0,1.4000000000000004,84.57,18.68,16.96,53.06
887,1.3000000000000003,1.8,1.0,1.5000000000000004,85.14,18.68,16.96,53.06
888,1.3000000000000003,1.8,1.0,1.6000000000000005,85.54,18.71,16.96,53.06
889,1.3000000000000003,1.8,1.1,1.0,83.68,19.07,16.96,53.06
890,1.3000000000000003,1.8,1.1,1.1,84.01,19.14,16.96,53.06
891,1.3000000000000003,1.8,1.1,1.2000000000000002,84.33,19.21,16.96,53.06
892,1.3000000000000003,1.8,1.1,1.3000000000000003,84.65,19.24,16.96,53.06
893,1.3000000000000003,1.8,1.1,1.4000000000000004,84.81,19.24,16.96,53.06
894,1.3000000000000003,1.8,1.1,1.5000000000000004,85.38,19.24,16.96,53.06
895,1.3000000000000003,1.8,1.1,1.6000000000000005,85.7,19.24,16.96,53.06
896,1.3000000000000003,1.8,1.2000000000000002,1.0,83.84,19.63,16.96,53.06
897,1.3000000000000003,1.8,1.2000000000000002,1.1,84.17,19.7,16.96,53.06
898,1.3000000000000003,1.8,1.2000000000000002,1.2000000000000002,84.41,19.77,16.96,53.06
899,1.3000000000000003,1.8,1.2000000000000002,1.3000000000000003,84.73,19.81,16.96,53.06
900,1.3000000000000003,1.8,1.2000000000000002,1.4000000000000004,84.89,19.81,16.96,53.06
901,1.3000000000000003,1.8,1.2000000000000002,1.5000000000000004,85.46,19.81,16.96,53.06
902,1.3000000000000003,1.8,1.2000000000000002,1.6000000000000005,85.78,19.81,16.96,53.06
903,1.3000000000000003,1.8,1.3000000000000003,1.0,84.01,20.13,16.96,53.06
904,1.3000000000000003,1.8,1.3000000000000003,1.1,84.33,20.2,16.96,53.06
905,1.3000000000000003,1.8,1.3000000000000003,1.2000000000000002,84.49,20.23,16.96,53.06
906,1.3000000000000003,1.8,1.3000000000000003,1.3000000000000003,84.81,20.27,16.96,53.06
907,1.3000000000000003,1.8,1.3000000000000003,1.4000000000000004,84.98,20.27,16.96,53.06
908,1.3000000000000003,1.8,1.3000000000000003,1.5000000000000004,85.54,20.27,16.96,53.06
909,1.3000000000000003,1.8,1.3000000000000003,1.6000000000000005,85.86,20.27,16.96,53.06
910,1.3000000000000003,1.8,1.4000000000000004,1.0,84.09,20.66,16.96,53.06
911,1.3000000000000003,1.8,1.4000000000000004,1.1,84.41,20.73,16.96,53.06
912,1.3000000000000003,1.8,1.4000000000000004,1.2000000000000002,84.57,20.76,16.96,53.06
913,1.3000000000000003,1.8,1.4000000000000004,1.3000000000000003,84.89,20.8,16.96,53.06
914,1.3000000000000003,1.8,1.4000000000000004,1.4000000000000004,85.06,20.8,16.96,53.06
915,1.3000000000000003,1.8,1.4000000000000004,1.5000000000000004,85.62,20.8,16.96,53.06
916,1.3000000000000003,1.8,1.4000000000000004,1.6000000000000005,85.95,20.8,16.96,53.06
917,1.3000000000000003,1.8,1.5000000000000004,1.0,84.65,20.98,16.96,53.06
918,1.3000000000000003,1.8,1.5000000000000004,1.1,84.89,21.05,16.96,53.06
