,BC_1,BC_2,BC_3,BC_4,BC_BC,BC_LSG,LSG_BC,LSG_LSG
318,1.1,1.8,1.3000000000000003,1.3000000000000003,83.04,16.73,16.96,53.06
319,1.1,1.8,1.3000000000000003,1.4000000000000004,83.2,16.73,16.96,53.06
320,1.1,1.8,1.3000000000000003,1.5000000000000004,83.76,16.73,16.96,53.06
321,1.1,1.8,1.3000000000000003,1.6000000000000005,84.09,16.73,16.96,53.06
322,1.1,1.8,1.4000000000000004,1.0,82.31,17.12,16.96,53.06
323,1.1,1.8,1.4000000000000004,1.1,82.63,17.19,16.96,53.06
324,1.1,1.8,1.4000000000000004,1.2000000000000002,82.79,17.23,16.96,53.06
325,1.1,1.8,1.4000000000000004,1.3000000000000003,83.12,17.26,16.96,53.06
326,1.1,1.8,1.4000000000000004,1.4000000000000004,83.28,17.26,16.96,53.06
327,1.1,1.8,1.4000000000000004,1.5000000000000004,83.84,17.26,16.96,53.06
328,1.1,1.8,1.4000000000000004,1.6000000000000005,84.17,17.26,16.96,53.06
329,1.1,1.8,1.5000000000000004,1.0,82.88,17.44,16.96,53.06
330,1.1,1.8,1.5000000000000004,1.1,83.12,17.51,16.96,53.06
331,1.1,1.8,1.5000000000000004,1.2000000000000002,83.28,17.55,16.96,53.06
332,1.1,1.8,1.5000000000000004,1.3000000000000003,83.6,17.58,16.96,53.06
333,1.1,1.8,1.5000000000000004,1.4000000000000004,83.76,17.58,16.96,53.06
334,1.1,1.8,1.5000000000000004,1.5000000000000004,84.25,17.58,16.96,53.06
335,1.1,1.8,1.5000000000000004,1.6000000000000005,84.57,17.58,16.96,53.06
336,1.1,1.8,1.6000000000000005,1.0,83.12,18.25,16.96,53.06
337,1.1,1.8,1.6000000000000005,1.1,83.36,18.32,16.96,53.06
338,1.1,1.8,1.6000000000000005,1.2000000000000002,83.52,18.36,16.96,53.06
339,1.1,1.8,1.6000000000000005,1.3000000000000003,83.84,18.39,16.96,53.06
340,1.1,1.8,1.6000000000000005,1.4000000000000004,84.01,18.39,16.96,53.06
341,1.1,1.8,1.6000000000000005,1.5000000000000004,84.49,18.39,16.96,53.06
342,1.1,1.8,1.6000000000000005,1.6000000000000005,84.81,18.39,16.96,53.06
343,1.1,1.9000000000000001,1.0,1.0,82.96,15.07,16.96,53.06
344,1.1,1.9000000000000001,1.0,1.1,83.36,15.14,16.96,53.06
345,1.1,1.9000000000000001,1.0,1.2000000000000002,83.76,15.21,16.96,53.06
346,1.1,1.9000000000000001,1.0,1.3000000000000003,84.09,15.28,16.96,53.06
347,1.1,1.9000000000000001,1.0,1.4000000000000004,84.25,15.28,16.96,53.06
348,1.1,1.9000000000000001,1.0,1.5000000000000004,84.81,15.28,16.96,53.06
349,1.1,1.9000000000000001,1.0,1.6000000000000005,85.22,15.32,16.96,53.06
350,1.1,1.9000000000000001,1.1,1.0,83.36,15.67,16.96,53.06
351,1.1,1.9000000000000001,1.1,1.1,83.68,15.74,16.96,53.06
352,1.1,1.9000000000000001,1.1,1.2000000000000002,84.01,15.81,16.96,53.06
353,1.1,1.9000000000000001,1.1,1.3000000000000003,84.33,15.85,16.96,53.06
354,1.1,1.9000000000000001,1.1,1.4000000000000004,84.49,15.85,16.96,53.06
355,1.1,1.9000000000000001,1.1,1.5000000000000004,85.06,15.85,16.96,53.06
356,1.1,1.9000000000000001,1.1,1.6000000000000005,85.38,15.85,16.96,53.06
357,1.1,1.9000000000000001,1.2000000000000002,1.0,83.52,16.24,16.96,53.06
358,1.1,1.9000000000000001,1.2000000000000002,1.1,83.84,16.31,16.96,53.06
359,1.1,1.9000000000000001,1.2000000000000002,1.2000000000000002,84.09,16.38,16.96,53.06
360,1.1,1.9000000000000001,1.2000000000000002,1.3000000000000003,84.41,16.41,16.96,53.06
361,1.1,1.9000000000000001,1.2000000000000002,1.4000000000000004,84.57,16.41,16.96,53.06
362,1.1,1.9000000000000001,1.2000000000000002,1.5000000000000004,85.14,16.41,16.96,53.06
363,1.1,1.9000000000000001,1.2000000000000002,1.6000000000000005,85.46,16.41,16.96,53.06
364,1.1,1.9000000000000001,1.3000000000000003,1.0,83.68,16.73,16.96,53.06
365,1.1,1.9000000000000001,1.3000000000000003,1.1,84.01,16.8,16.96,53.06
366,1.1,1.9000000000000001,1.3000000000000003,1.2000000000000002,84.17,16.84,16.96,53.06
367,1.1,1.9000000000000001,1.3000000000000003,1.3000000000000003,84.49,16.87,16.96,53.06
368,1.1,1.9000000000000001,1.3000000000000003,1.4000000000000004,84.65,16.87,16.96,53.06
369,1.1,1.9000000000000001,1.3000000000000003,1.5000000000000004,85.22,16.87,16.96,53.06
370,1.1,1.9000000000000001,1.3000000000000003,1.6000000000000005,85.54,16.87,16.96,53.06
371,1.1,1.9000000000000001,1.4000000000000004,1.0,83.76,17.26,16.96,53.06
372,1.1,1.9000000000000001,1.4000000000000004,1.1,84.09,17.33,16.96,53.06
373,1.1,1.9000000000000001,1.4000000000000004,1.2000000000000002,84.25,17.37,16.96,53.06
374,1.1,1.9000000000000001,1.4000000000000004,1.3000000000000003,84.57,17.4,16.96,53.06
375,1.1,1.9000000000000001,1.4000000000000004,1.4000000000000004,84.73,17.4,16.96,53.06
376,1.1,1.9000000000000001,1.4000000000000004,1.5000000000000004,85.3,17.4,16.96,53.06
377,1.1,1.9000000000000001,1.4000000000000004,1.6000000000000005,85.62,17.4,16.96,53.06
378,1.1,1.9000000000000001,1.5000000000000004,1.0,84.33,17.58,16.96,53.06
379,1.1,1.9000000000000001,1.5000000000000004,1.1,84.57,17.65,16.96,53.06
380,1.1,1.9000000000000001,1.5000000000000004,1.2000000000000002,84.73,17.69,16.96,53.06
381,1.1,1.9000000000000001,1.5000000000000004,1.3000000000000003,85.06,17.72,16.96,53.06
382,1.1,1.9000000000000001,1.5000000000000004,1.4000000000000004,85.22,17.72,16.96,53.06
383,1.1,1.9000000000000001,1.5000000000000004,1.5000000000000004,85.7,17.72,16.96,53.06
384,1.1,1.9000000000000001,1.5000000000000004,1.6000000000000005,86.03,17.72,16.96,53.06
385,1.1,1.9000000000000001,1.6000000000000005,1.0,84.57,18.39,16.96,53.06
386,1.1,1.9000000000000001,1.6000000000000005,1.1,84.81,18.46,16.96,53.06
387,1.1,1.9000000000000001,1.6000000000000005,1.2000000000000002,84.98,18.5,16.96,53.06
388,1.1,1.9000000000000001,1.6000000000000005,1.3000000000000003,85.3,18.54,16.96,53.06
389,1.1,1.9000000000000001,1.6000000000000005,1.4000000000000004,85.46,18.54,16.96,53.06
390,1.1,1.9000000000000001,1.6000000000000005,1.5000000000000004,85.95,18.54,16.96,53.06
391,1.1,1.9000000000000001,1.6000000000000005,1.6000000000000005,86.27,18.54,16.96,53.06
392,1.1,2.0,1.0,1.0,84.65,15.28,16.96,53.06
393,1.1,2.0,1.0,1.1,85.06,15.35,16.96,53.06
394,1.1,2.0,1.0,1.2000000000000002,85.46,15.42,16.96,53.06
395,1.1,2.0,1.0,1.3000000000000003,85.78,15.49,16.96,53.06
396,1.1,2.0,1.0,1.4000000000000004,85.95,15.49,16.96,53.06
397,1.1,2.0,1.0,1.5000000000000004,86.51,15.49,16.96,53.06
398,1.1,2.0,1.0,1.6000000000000005,86.91,15.53,16.96,53.06
399,1.1,2.0,1.1,1.0,84.98,15.88,16.96,53.06
400,1.1,2.0,1.1,1.1,85.3,15.95,16.96,53.06
401,1.1,2.0,1.1,1.2000000000000002,85.62,16.02,16.96,53.06
402,1.1,2.0,1.1,1.3000000000000003,85.95,16.06,16.96,53.06
403,1.1,2.0,1.1,1.4000000000000004,86.11,16.06,16.96,53.06
404,1.1,2.0,1.1,1.5000000000000004,86.67,16.06,16.96,53.06
405,1.1,2.0,1.1,1.6000000000000005,87.0,16.06,16.96,53.06
406,1.1,2.0,1.2000000000000002,1.0,85.14,16.45,16.96,53.06
407,1.1,2.0,1.2000000000000002,1.1,85.46,16.52,16.96,53.06
408,1.1,2.0,1.2000000000000002,1.2000000000000002,85.7,16.59,16.96,53.06
409,1.1,2.0,1.2000000000000002,1.3000000000000003,86.03,16.63,16.96,53.06
410,1.1,2.0,1.2000000000000002,1.4000000000000004,86.19,16.63,16.96,53.06
411,1.1,2.0,1.2000000000000002,1.5000000000000004,86.75,16.63,16.96,53.06
412,1.1,2.0,1.2000000000000002,1.6000000000000005,87.08,16.63,16.96,53.06
413,1.1,2.0,1.3000000000000003,1.0,85.22,16.94,16.96,53.06
414,1.1,2.0,1.3000000000000003,1.1,85.54,17.01,16.96,53.06
415,1.1,2.0,1.3000000000000003,1.2000000000000002,85.7,17.05,16.96,53.06
416,1.1,2.0,1.3000000000000003,1.3000000000000003,86.03,17.09,16.96,53.06
417,1.1,2.0,1.3000000000000003,1.4000000000000004,86.19,17.09,16.96,53.06
418,1.1,2.0,1.3000000000000003,1.5000000000000004,86.75,17.09,16.96,53.06
419,1.1,2.0,1.3000000000000003,1.6000000000000005,87.08,17.09,16.96,53.06
420,1.1,2.0,1.4000000000000004,1.0,85.3,17.47,16.96,53.06
421,1.1,2.0,1.4000000000000004,1.1,85.62,17.55,16.96,53.06
422,1.1,2.0,1.4000000000000004,1.2000000000000002,85.78,17.58,16.96,53.06
423,1.1,2.0,1.4000000000000004,1.3000000000000003,86.11,17.62,16.96,53.06
424,1.1,2.0,1.4000000000000004,1.4000000000000004,86.27,17.62,16.96,53.06
425,1.1,2.0,1.4000000000000004,1.5000000000000004,86.83,17.62,16.96,53.06
426,1.1,2.0,1.4000000000000004,1.6000000000000005,87.16,17.62,16.96,53.06
427,1.1,2.0,1.5000000000000004,1.0,85.86,17.79,16.96,53.06
428,1.1,2.0,1.5000000000000004,1.1,86.11,17.86,16.96,53.06
429,1.1,2.0,1.5000000000000004,1.2000000000000002,86.27,17.9,16.96,53.06
430,1.1,2.0,1.5000000000000004,1.3000000000000003,86.59,17.93,16.96,53.06
431,1.1,2.0,1.5000000000000004,1.4000000000000004,86.75,17.93,16.96,53.06
432,1.1,2.0,1.5000000000000004,1.5000000000000004,87.24,17.93,16.96,53.06
433,1.1,2.0,1.5000000000000004,1.6000000000000005,87.56,17.93,16.96,53.06
434,1.1,2.0,1.6000000000000005,1.0,86.11,18.61,16.96,53.06
435,1.1,2.0,1.6000000000000005,1.1,86.35,18.68,16.96,53.06
436,1.1,2.0,1.6000000000000005,1.2000000000000002,86.51,18.71,16.96,53.06
437,1.1,2.0,1.6000000000000005,1.3000000000000003,86.83,18.75,16.96,53.06
438,1.1,2.0,1.6000000000000005,1.4000000000000004,87.0,18.75,16.96,53.06
439,1.1,2.0,1.6000000000000005,1.5000000000000004,87.48,18.75,16.96,53.06
440,1.1,2.0,1.6000000000000005,1.6000000000000005,87.8,18.75,16.96,53.06
441,1.1,2.1000000000000005,1.0,1.0,86.19,15.39,16.96,53.06
442,1.1,2.1000000000000005,1.0,1.1,86.59,15.46,16.96,53.06
443,1.1,2.1000000000000005,1.0,1.2000000000000002,87.0,15.53,16.96,53.06
444,1.1,2.1000000000000005,1.0,1.3000000000000003,87.32,15.6,16.96,53.06
445,1.1,2.1000000000000005,1.0,1.4000000000000004,87.48,15.6,16.96,53.06
446,1.1,2.1000000000000005,1.0,1.5000000000000004,88.05,15.6,16.96,53.06
447,1.1,2.1000000000000005,1.0,1.6000000000000005,88.45,15.63,16.96,53.06
448,1.1,2.1000000000000005,1.1,1.0,86.51,15.99,16.96,53.06
449,1.1,2.1000000000000005,1.1,1.1,86.83,16.06,16.96,53.06
450,1.1,2.1000000000000005,1.1,1.2000000000000002,87.16,16.13,16.96,53.06
451,1.1,2.1000000000000005,1.1,1.3000000000000003,87.48,16.17,16.96,53.06
452,1.1,2.1000000000000005,1.1,1.4000000000000004,87.64,16.17,16.96,53.06
453,1.1,2.1000000000000005,1.1,1.5000000000000004,88.21,16.17,16.96,53.06
454,1.1,2.1000000000000005,1.1,1.6000000000000005,88.53,16.17,16.96,53.06
455,1.1,2.1000000000000005,1.2000000000000002,1.0,86.67,16.55,16.96,53.06
456,1.1,2.1000000000000005,1.2000000000000002,1.1,87.0,16.63,16.96,53.06
457,1.1,2.1000000000000005,1.2000000000000002,1.2000000000000002,87.24,16.7,16.96,53.06
458,1.1,2.1000000000000005,1.2000000000000002,1.3000000000000003,87.56,16.73,16.96,53.06
459,1.1,2.1000000000000005,1.2000000000000002,1.4000000000000004,87.72,16.73,16.96,53.06
460,1.1,2.1000000000000005,1.2000000000000002,1.5000000000000004,88.29,16.73,16.96,53.06
461,1.1,2.1000000000000005,1.2000000000000002,1.6000000000000005,88.61,16.73,16.96,53.06
462,1.1,2.1000000000000005,1.3000000000000003,1.0,86.75,17.05,16.96,53.06
463,1.1,2.1000000000000005,1.3000000000000003,1.1,87.08,17.12,16.96,53.06
464,1.1,2.1000000000000005,1.3000000000000003,1.2000000000000002,87.24,17.16,16.96,53.06
465,1.1,2.1000000000000005,1.3000000000000003,1.3000000000000003,87.56,17.19,16.96,53.06
466,1.1,2.1000000000000005,1.3000000000000003,1.4000000000000004,87.72,17.19,16.96,53.06
467,1.1,2.1000000000000005,1.3000000000000003,1.5000000000000004,88.29,17.19,16.96,53.06
468,1.1,2.1000000000000005,1.3000000000000003,1.6000000000000005,88.61,17.19,16.96,53.06
469,1.1,2.1000000000000005,1.4000000000000004,1.0,86.83,17.58,16.96,53.06
470,1.1,2.1000000000000005,1.4000000000000004,1.1,87.16,17.65,16.96,53.06
471,1.1,2.1000000000000005,1.4000000000000004,1.2000000000000002,87.32,17.69,16.96,53.06
472,1.1,2.1000000000000005,1.4000000000000004,1.3000000000000003,87.64,17.72,16.96,53.06
473,1.1,2.1000000000000005,1.4000000000000004,1.4000000000000004,87.8,17.72,16.96,53.06
474,1.1,2.1000000000000005,1.4000000000000004,1.5000000000000004,88.37,17.72,16.96,53.06
475,1.1,2.1000000000000005,1.4000000000000004,1.6000000000000005,88.69,17.72,16.96,53.06
476,1.1,2.1000000000000005,1.5000000000000004,1.0,87.24,17.9,16.96,53.06
477,1.1,2.1000000000000005,1.5000000000000004,1.1,87.48,17.97,16.96,53.06
478,1.1,2.1000000000000005,1.5000000000000004,1.2000000000000002,87.64,18.0,16.96,53.06
479,1.1,2.1000000000000005,1.5000000000000004,1.3000000000000003,87.96,18.04,16.96,53.06
480,1.1,2.1000000000000005,1.5000000000000004,1.4000000000000004,88.13,18.04,16.96,53.06
481,1.1,2.1000000000000005,1.5000000000000004,1.5000000000000004,88.61,18.04,16.96,53.06
482,1.1,2.1000000000000005,1.5000000000000004,1.6000000000000005,88.93,18.04,16.96,53.06
483,1.1,2.1000000000000005,1.6000000000000005,1.0,87.4,18.71,16.96,53.06
484,1.1,2.1000000000000005,1.6000000000000005,1.1,87.64,18.78,16.96,53.06
485,1.1,2.1000000000000005,1.6000000000000005,1.2000000000000002,87.8,18.82,16.96,53.06
486,1.1,2.1000000000000005,1.6000000000000005,1.3000000000000003,88.13,18.85,16.96,53.06
487,1.1,2.1000000000000005,1.6000000000000005,1.4000000000000004,88.29,18.85,16.96,53.06
488,1.1,2.1000000000000005,1.6000000000000005,1.5000000000000004,88.77,18.85,16.96,53.06
489,1.1,2.1000000000000005,1.6000000000000005,1.6000000000000005,89.1,18.85,16.96,53.06
490,1.1,2.2,1.0,1.0,87.08,15.6,16.96,53.06
491,1.1,2.2,1.0,1.1,87.48,15.67,16.96,53.06
492,1.1,2.2,1.0,1.2000000000000002,87.88,15.74,16.96,53.06
493,1.1,2.2,1.0,1.3000000000000003,88.21,15.81,16.96,53.06
494,1.1,2.2,1.0,1.4000000000000004,88.37,15.81,16.96,53.06
495,1.1,2.2,1.0,1.5000000000000004,88.93,15.81,16.96,53.06
496,1.1,2.2,1.0,1.6000000000000005,89.34,15.85,16.96,53.06
497,1.1,2.2,1.1,1.0,87.4,16.2,16.96,53.06
498,1.1,2.2,1.1,1.1,87.72,16.27,16.96,53.06
499,1.1,2.2,1.1,1.2000000000000002,88.05,16.34,16.96,53.06
500,1.1,2.2,1.1,1.3000000000000003,88.37,16.38,16.96,53.06
501,1.1,2.2,1.1,1.4000000000000004,88.53,16.38,16.96,53.06
502,1.1,2.2,1.1,1.5000000000000004,89.1,16.38,16.96,53.06
503,1.1,2.2,1.1,1.6000000000000005,89.42,16.38,16.96,53.06
504,1.1,2.2,1.2000000000000002,1.0,87.56,16.77,16.96,53.06
505,1.1,2.2,1.2000000000000002,1.1,87.88,16.84,16.96,53.06
506,1.1,2.2,1.2000000000000002,1.2000000000000002,88.13,16.91,16.96,53.06
507,1.1,2.2,1.2000000000000002,1.3000000000000003,88.45,16.94,16.96,53.06
508,1.1,2.2,1.2000000000000002,1.4000000000000004,88.61,16.94,16.96,53.06
509,1.1,2.2,1.2000000000000002,1.5000000000000004,89.18,16.94,16.96,53.06
510,1.1,2.2,1.2000000000000002,1.6000000000000005,89.5,16.94,16.96,53.06
511,1.1,2.2,1.3000000000000003,1.0,87.64,17.26,16.96,53.06
512,1.1,2.2,1.3000000000000003,1.1,87.96,17.33,16.96,53.06
513,1.1,2.2,1.3000000000000003,1.2000000000000002,88.13,17.37,16.96,53.06
514,1.1,2.2,1.3000000000000003,1.3000000000000003,88.45,17.4,16.96,53.06
515,1.1,2.2,1.3000000000000003,1.4000000000000004,88.61,17.4,16.96,53.06
516,1.1,2.2,1.3000000000000003,1.5000000000000004,89.18,17.4,16.96,53.06
517,1.1,2.2,1.3000000000000003,1.6000000000000005,89.5,17.4,16.96,53.06
518,1.1,2.2,1.4000000000000004,1.0,87.72,17.79,16.96,53.06
519,1.1,2.2,1.4000000000000004,1.1,88.05,17.86,16.96,53.06
520,1.1,2.2,1.4000000000000004,1.2000000000000002,88.21,17.9,16.96,53.06
521,1.1,2.2,1.4000000000000004,1.3000000000000003,88.53,17.93,16.96,53.06
522,1.1,2.2,1.4000000000000004,1.4000000000000004,88.69,17.93,16.96,53.06
523,1.1,2.2,1.4000000000000004,1.5000000000000004,89.26,17.93,16.96,53.06
524,1.1,2.2,1.4000000000000004,1.6000000000000005,89.58,17.93,16.96,53.06
525,1.1,2.2,1.5000000000000004,1.0,88.13,18.11,16.96,53.06
526,1.1,2.2,1.5000000000000004,1.1,88.37,18.18,16.96,53.06
527,1.1,2.2,1.5000000000000004,1.2000000000000002,88.53,18.22,16.96,53.06
528,1.1,2.2,1.5000000000000004,1.3000000000000003,88.85,18.25,16.96,53.06
529,1.1,2.2,1.5000000000000004,1.4000000000000004,89.01,18.25,16.96,53.06
530,1.1,2.2,1.5000000000000004,1.5000000000000004,89.5,18.25,16.96,53.06
531,1.1,2.2,1.5000000000000004,1.6000000000000005,89.82,18.25,16.96,53.06
532,1.1,2.2,1.6000000000000005,1.0,88.29,18.92,16.96,53.06
533,1.1,2.2,1.6000000000000005,1.1,88.53,19.0,16.96,53.06
534,1.1,2.2,1.6000000000000005,1.2000000000000002,88.69,19.03,16.96,53.06
535,1.1,2.2,1.6000000000000005,1.3000000000000003,89.01,19.07,16.96,53.06
536,1.1,2.2,1.6000000000000005,1.4000000000000004,89.18,19.07,16.96,53.06
537,1.1,2.2,1.6000000000000005,1.5000000000000004,89.66,19.07,16.96,53.06
538,1.1,2.2,1.6000000000000005,1.6000000000000005,89.98,19.07,16.96,53.06
539,1.1,2.3000000000000007,1.0,1.0,87.56,15.88,16.96,53.06
540,1.1,2.3000000000000007,1.0,1.1,87.96,15.95,16.96,53.06
541,1.1,2.3000000000000007,1.0,1.2000000000000002,88.37,16.02,16.96,53.06
542,1.1,2.3000000000000007,1.0,1.3000000000000003,88.69,16.09,16.96,53.06
543,1.1,2.3000000000000007,1.0,1.4000000000000004,88.85,16.09,16.96,53.06
544,1.1,2.3000000000000007,1.0,1.5000000000000004,89.42,16.09,16.96,53.06
545,1.1,2.3000000000000007,1.0,1.6000000000000005,89.82,16.13,16.96,53.06
546,1.1,2.3000000000000007,1.1,1.0,87.88,16.48,16.96,53.06
547,1.1,2.3000000000000007,1.1,1.1,88.21,16.55,16.96,53.06
548,1.1,2.3000000000000007,1.1,1.2000000000000002,88.53,16.63,16.96,53.06
549,1.1,2.3000000000000007,1.1,1.3000000000000003,88.85,16.66,16.96,53.06
550,1.1,2.3000000000000007,1.1,1.4000000000000004,89.01,16.66,16.96,53.06
551,1.1,2.3000000000000007,1.1,1.5000000000000004,89.58,16.66,16.96,53.06
552,1.1,2.3000000000000007,1.1,1.6000000000000005,89.9,16.66,16.96,53.06
553,1.1,2.3000000000000007,1.2000000000000002,1.0,88.05,17.05,16.96,53.06
554,1.1,2.3000000000000007,1.2000000000000002,1.1,88.37,17.12,16.96,53.06
555,1.1,2.3000000000000007,1.2000000000000002,1.2000000000000002,88.61,17.19,16.96,53.06
556,1.1,2.3000000000000007,1.2000000000000002,1.3000000000000003,88.93,17.23,16.96,53.06
557,1.1,2.3000000000000007,1.2000000000000002,1.4000000000000004,89.1,17.23,16.96,53.06
558,1.1,2.3000000000000007,1.2000000000000002,1.5000000000000004,89.66,17.23,16.96,53.06
559,1.1,2.3000000000000007,1.2000000000000002,1.6000000000000005,89.98,17.23,16.96,53.06
560,1.1,2.3000000000000007,1.3000000000000003,1.0,88.13,17.55,16.96,53.06
561,1.1,2.3000000000000007,1.3000000000000003,1.1,88.45,17.62,16.96,53.06
562,1.1,2.3000000000000007,1.3000000000000003,1.2000000000000002,88.61,17.65,16.96,53.06
563,1.1,2.3000000000000007,1.3000000000000003,1.3000000000000003,88.93,17.69,16.96,53.06
564,1.1,2.3000000000000007,1.3000000000000003,1.4000000000000004,89.1,17.69,16.96,53.06
565,1.1,2.3000000000000007,1.3000000000000003,1.5000000000000004,89.66,17.69,16.96,53.06
566,1.1,2.3000000000000007,1.3000000000000003,1.6000000000000005,89.98,17.69,16.96,53.06
567,1.1,2.3000000000000007,1.4000000000000004,1.0,88.21,18.08,16.96,53.06
568,1.1,2.3000000000000007,1.4000000000000004,1.1,88.53,18.15,16.96,53.06
569,1.1,2.3000000000000007,1.4000000000000004,1.2000000000000002,88.69,18.18,16.96,53.06
570,1.1,2.3000000000000007,1.4000000000000004,1.3000000000000003,89.01,18.22,16.96,53.06
571,1.1,2.3000000000000007,1.4000000000000004,1.4000000000000004,89.18,18.22,16.96,53.06
572,1.1,2.3000000000000007,1.4000000000000004,1.5000000000000004,89.74,18.22,16.96,53.06
573,1.1,2.3000000000000007,1.4000000000000004,1.6000000000000005,90.06,18.22,16.96,53.06
574,1.1,2.3000000000000007,1.5000000000000004,1.0,88.61,18.39,16.96,53.06
575,1.1,2.3000000000000007,1.5000000000000004,1.1,88.85,18.46,16.96,53.06
576,1.1,2.3000000000000007,1.5000000000000004,1.2000000000000002,89.01,18.5,16.96,53.06
577,1.1,2.3000000000000007,1.5000000000000004,1.3000000000000003,89.34,18.54,16.96,53.06
578,1.1,2.3000000000000007,1.5000000000000004,1.4000000000000004,89.5,18.54,16.96,53.06
579,1.1,2.3000000000000007,1.5000000000000004,1.5000000000000004,89.98,18.54,16.96,53.06
580,1.1,2.3000000000000007,1.5000000000000004,1.6000000000000005,90.31,18.54,16.96,53.06
581,1.1,2.3000000000000007,1.6000000000000005,1.0,88.77,19.21,16.96,53.06
582,1.1,2.3000000000000007,1.6000000000000005,1.1,89.01,19.28,16.96,53.06
583,1.1,2.3000000000000007,1.6000000000000005,1.2000000000000002,89.18,19.31,16.96,53.06
584,1.1,2.3000000000000007,1.6000000000000005,1.3000000000000003,89.5,19.35,16.96,53.06
585,1.1,2.3000000000000007,1.6000000000000005,1.4000000000000004,89.66,19.35,16.96,53.06
586,1.1,2.3000000000000007,1.6000000000000005,1.5000000000000004,90.15,19.35,16.96,53.06
587,1.1,2.3000000000000007,1.6000000000000005,1.6000000000000005,90.47,19.35,16.96,53.06
588,1.2000000000000002,1.8,1.0,1.0,82.15,16.91,16.96,53.06
589,1.2000000000000002,1.8,1.0,1.1,82.55,16.98,16.96,53.06
590,1.2000000000000002,1.8,1.0,1.2000000000000002,82.96,17.05,16.96,53.06
591,1.2000000000000002,1.8,1.0,1.3000000000000003,83.28,17.12,16.96,53.06
592,1.2000000000000002,1.8,1.0,1.4000000000000004,83.44,17.12,16.96,53.06
593,1.2000000000000002,1.8,1.0,1.5000000000000004,84.01,17.12,16.96,53.06
594,1.2000000000000002,1.8,1.0,1.6000000000000005,84.41,17.16,16.96,53.06
595,1.2000000000000002,1.8,1.1,1.0,82.55,17.51,16.96,53.06
596,1.2000000000000002,1.8,1.1,1.1,82.88,17.58,16.96,53.06
597,1.2000000000000002,1.8,1.1,1.2000000000000002,83.2,17.65,16.96,53.06
598,1.2000000000000002,1.8,1.1,1.3000000000000003,83.52,17.69,16.96,53.06
599,1.2000000000000002,1.8,1.1,1.4000000000000004,83.68,17.69,16.96,53.06
600,1.2000000000000002,1.8,1.1,1.5000000000000004,84.25,17.69,16.96,53.06
601,1.2000000000000002,1.8,1.1,1.6000000000000005,84.57,17.69,16.96,53.06
602,1.2000000000000002,1.8,1.2000000000000002,1.0,82.71,18.08,16.96,53.06
603,1.2000000000000002,1.8,1.2000000000000002,1.1,83.04,18.15,16.96,53.06
604,1.2000000000000002,1.8,1.2000000000000002,1.2000000000000002,83.28,18.22,16.96,53.06
605,1.2000000000000002,1.8,1.2000000000000002,1.3000000000000003,83.6,18.25,16.96,53.06
606,1.2000000000000002,1.8,1.2000000000000002,1.4000000000000004,83.76,18.25,16.96,53.06
607,1.2000000000000002,1.8,1.2000000000000002,1.5000000000000004,84.33,18.25,16.96,53.06
608,1.2000000000000002,1.8,1.2000000000000002,1.6000000000000005,84.65,18.25,16.96,53.06
609,1.2000000000000002,1.8,1.3000000000000003,1.0,82.88,18.57,16.96,53.06
610,1.2000000000000002,1.8,1.3000000000000003,1.1,83.2,18.64,16.96,53.06
611,1.2000000000000002,1.8,1.3000000000000003,1.2000000000000002,83.36,18.68,16.96,53.06
612,1.2000000000000002,1.8,1.3000000000000003,1.3000000000000003,83.68,18.71,16.96,53.06
613,1.2000000000000002,1.8,1.3000000000000003,1.4000000000000004,83.84,18.71,16.96,53.06
614,1.2000000000000002,1.8,1.3000000000000003,1.5000000000000004,84.41,18.71,16.96,53.06
615,1.2000000000000002,1.8,1.3000000000000003,1.6000000000000005,84.73,18.71,16.96,53.06
616,1.2000000000000002,1.8,1.4000000000000004,1.0,82.96,19.1,16.96,53.06
617,1.2000000000000002,1.8,1.4000000000000004,1.1,83.28,19.17,16.96,53.06
618,1.2000000000000002,1.8,1.4000000000000004,1.2000000000000002,83.44,19.21,16.96,53.06
619,1.2000000000000002,1.8,1.4000000000000004,1.3000000000000003,83.76,19.24,16.96,53.06
620,1.2000000000000002,1.8,1.4000000000000004,1.4000000000000004,83.93,19.24,16.96,53.06
621,1.2000000000000002,1.8,1.4000000000000004,1.5000000000000004,84.49,19.24,16.96,53.06
622,1.2000000000000002,1.8,1.4000000000000004,1.6000000000000005,84.81,19.24,16.96,53.06
623,1.2000000000000002,1.8,1.5000000000000004,1.0,83.52,19.42,16.96,53.06
624,1.2000000000000002,1.8,1.5000000000000004,1.1,83.76,19.49,16.96,53.06
625,1.2000000000000002,1.8,1.5000000000000004,1.2000000000000002,83.93,19.53,16.96,53.06
626,1.2000000000000002,1.8,1.5000000000000004,1.3000000000000003,84.25,19.56,16.96,53.06
627,1.2000000000000002,1.8,1.5000000000000004,1.4000000000000004,84.41,19.56,16.96,53.06
628,1.2000000000000002,1.8,1.5000000000000004,1.5000000000000004,84.89,19.56,16.96,53.06
629,1.2000000000000002,1.8,1.5000000000000004,1.6000000000000005,85.22,19.56,16.96,53.06
630,1.2000000000000002,1.8,1.6000000000000005,1.0,83.76,20.23,16.96,53.06
631,1.2000000000000002,1.8,1.6000000000000005,1.1,84.01,20.3,16.96,53.06
632,1.2000000000000002,1.8,1.6000000000000005,1.2000000000000002,84.17,20.34,16.96,53.06
